question,A,B,C,D,answer,source_file
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I refilled the drink for the lady that had come over for dinner. Scenario 2 | I squirted a lemon into the customer's eye.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",C,moral_scenarios_processed.csv
"This question refers to the following information.""We found that not only was it a civil war, an effort by a people who had for years been seeking their liberation from any colonial influence whatsoever, but also we found that the Vietnamese whom we had enthusiastically molded after our own image were hard put to take up the fight against the threat we were supposedly saving them from.""We found most people didn't even know the difference between communism and democracy. They only wanted to work in rice paddies without helicopters strafing them and bombs with napalm burning their villages and tearing their country apart. They wanted everything to do with the war, particularly with this foreign presence of the United States of America, to leave them alone in peace, and they practiced the art of survival by siding with whichever military force was present at a particular time, be it Viet Cong, North Vietnamese or American.""John Kerry, 1971The conflict described above is most likely a result of which of the following doctrines?",(A) Imperialism,(B) Containment,(C) Big-stick diplomacy,(D) Isolationism,B,high_school_us_history_processed.csv
"This question refers to the following information.Read the following excerpt.If civilized education developed in every child its natural inclinations, we should see nearly all rich children enamored of various very plebeian occupations, such as that of the mason, the carpenter, the smith, the saddler. I have instanced Louis the XVI, who loved the trade of locksmith; an Infanta of Spain preferred that of shoemaker; a certain king of Denmark gratified himself by manufacturing syringes; the former king of Naples loved to sell the fish he had caught in the market-place himself; the prince of Parma, whom Condillac had trained in metaphysical subtitles, in the understanding of intuition, of cognition, had no taste but for the occupation of church-warden and lay-brother.The great majority of wealthy children would follow these plebeian tastes, if civilized education did not oppose the development of them; and if the filthiness of the workshops and the coarseness of the workmen did not arouse a repugnance stronger than the attraction. What child of a prince is there who has no taste for one of the four occupations I have just mentioned, that of mason, carpenter, smith, saddler, and who would not advance in them if he beheld from an early age the work carried on in blight workshops, by refined people, who would always arrange a miniature workshop for children, with little implements and light labor?—Charles Fourier, On Education, 1838Many in Fourier's circles advocated for universal male suffrage, which was propagated most by which of the following groups?",(A) Luddites,(B) Liberals,(C) Benthamites,(D) Chartists,D,high_school_european_history_processed.csv
"This question refers to the following information.""A specter is haunting Europe-the specter of Communism. All the powers of old Europe have entered into a holy alliance to exorcise this specter; Pope and Czar, Metternich and Guizot, French radicals and German police spies.Two things result from this fact.I. Communism is already acknowledged by all European powers to be in itself a power.II. It is high time that Communists should openly, in the face of the whole world, publish their views, their aims, their tendencies, and meet this nursery tale of the Specter of Communism with a Manifesto of the party itself.""Karl Marx and Friedrich Engels, The Communist Manifesto, 1848To modern historians, the publication of this pamphlet is remembered for coinciding with which of the following events?",(A) A series of revolutions that gripped Europe in the same year,(B) The Ottoman Empire's increasing pressure upon the Greek Peninsula,(C) A new system of underground pamphlet distribution,(D) The re-emergence of anti-Semitism as a potent European force,A,high_school_european_history_processed.csv
Which statement best explains the purpose of Hart's distinction between 'being obliged' and 'having an obligation'?,(A) It demonstrates the difference between the internal and the external aspect of a rule.,(B) It refutes the natural lawyer' view of the role of morality in law.,(C) It explains the nature of power-conferring rules.,(D) It illuminates the concept of a rule.,D,jurisprudence_processed.csv
"Identify the conclusion of the following argument. We shouldn't abolish capital punishment. If we do, prisons will become more crowded. If prisons become more crowded, then we will have to build more prisons. And we don't want to build more prisons.",(A) We shouldn't abolish capital punishment.,"(B) If we do, prisons will become more crowded.","(C) If prisons become more crowded, then we will have to build more prisons.",(D) We will have to build more prisons.,A,formal_logic_processed.csv
"This question refers to the following information.Source 1:""It is impossible to demand that an impossible position should be cleared up by peaceful revision and at the same time constantly reject peaceful revision. It is also impossible to say that he who undertakes to carry out these revisions for himself transgresses a law, since the Versailles ""Diktat"" is not law to us. A signature was forced out of us with pistols at our head and with the threat of hunger for millions of people. And then this document, with our signature, obtained by force, was proclaimed as a solemn law.""Adolf Hitler, speech to the Reichstag, September 1, 1939Source 2:""We shall not flag or fail. We shall go on to the end. We shall fight in France, we shall fight on the seas and the oceans, we shall fight with growing confidence and growing strength in the air, we shall defend our island, whatever the cost may be. We shall fight on the beaches, we shall fight on the landing grounds, we shall fight in the fields and in the streets, we shall fight in the hills; we shall never surrender.""Winston Churchill, speech before Parliament, June 4, 1940Winston Churchill's speech in Source 2 is best understood in the context of which of the following?",(A) British support for growing resistance movements in Eastern Europe,(B) British trade deals with American manufacturers of military hardware,(C) British appeasement of the Axis powers,(D) British fears about a possible invasion attempt by Nazi Germany,D,high_school_world_history_processed.csv
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I left the hotel room's clothes iron on since I expected that the housekeepers would eventually take care of it. Scenario 2 | In my midlife crisis, I abandoned my family.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,moral_scenarios_processed.csv
"A year ago, a very wealthy man died in a car accident. A woman, whose mother worked as a secretary to the wealthy man for years, filed a claim against the estate, alleging that she was the wealthy man's daughter. At trial, the woman's attorney called the wealthy man's butler to testify. The butler testified that it was Common knowledge in the household that the wealthy man and the woman's mother were having an affair. The butler also testified that the wealthy man had often confided in him and told him shortly after the woman's birth that the woman was the wealthy man's daughter. Upon objection by the attorney for the executor of the wealthy man's estate, the court will most likely",(A) sustain the objection bc butler's testimony would be violative of hearsay rule.,"(B) sustain, bc butler's testimony would be violative of Dead man's statute.",(C) overrule the objection because the butler's testimony would be relevant to the ultimate issue in the case.,(D) overrule objection because the butler's testimony would qualify under the pedigree exception to the hearsay rule.,D,professional_law_processed.csv
What is the most important prayer in Judaism?,(A) The Shema,(B) The Sefirot,(C) Deuteronomy,(D) The Decalogue,A,world_religions_processed.csv
When someone changes the meaning of a word or phrase from one part of the argument to another that person may have committed which of the following fallacies?,(A) Special pleading,(B) Hypostatization,(C) Question begging epithets,(D) Equivocation,D,logical_fallacies_processed.csv
"A homeowner wished to have his house painted. He contacted a number of house painters in his area and asked them to submit bids to do the work. The homeowner received 10 bids. The first nine offered to paint the house for amounts ranging from $10,000 to $12,500. The 10th bid was sent by telegram and was supposed to be for $10,000. However, the telegraph company made a mistake and transmitted the bid as $1,000. The homeowner immediately accepted the 1 0th bid, but the 1 0 painter refused to perform. The I 0th painter's best defense in an action for breach of contract by the homeowner would be","(A) that the homeowner should have been aware of the mistaken transmission, because of the disparity between its bid and the others.",(B) that the telegraph company should be liable as an independent contractor.,(C) that the homeowner was under an affirmative duty to investigate all submitted bids.,(D) that the mistake made the contract unconscionable.,A,professional_law_processed.csv
"This question refers to the following information.Both authors below were speaking of the French Revolution.It was the best of times, it was the worst of times, it was the age of wisdom, it was the age of foolishness, it was the epoch of belief, it was the epoch of incredulity, it was the season of Light, it was the season of Darkness, it was the spring of hope, it was the winter of despair, we had everything before us, we had nothing before us, we were all going direct to Heaven, we were all going direct the other way—in short, the period was so far like the present period, that some of its noisiest authorities insisted on its being received, for good or for evil, in the superlative degree of comparison only.There were a king with a large jaw and a queen with a plain face, on the throne of England; there were a king with a large jaw and a queen with a fair face, on the throne of France. In both countries it was clearer than crystal . . . that things in general were settled for ever.—A Tale of Two Cities, by Charles DickensBliss was it in that dawn to be alive. But to be young was very heaven.—The Prelude, by William WordsworthThe intellectual foundations of the eighteenth-century political revolutions were based on",(A) the Reformation,(B) mercantilism,(C) the Enlightenment,(D) the Reconquista,C,high_school_world_history_processed.csv
What is a derogation?,(A) Derogations are exemptions from particular human rights obligations contained in a treaty,(B) A derogation refers to the ability of rights holders to bring a claim against the State for breach of an obligation,(C) A State may suspend particular rights by means of a derogation in circumstances that threaten its existence,(D) Derogations are enforcement clauses in human rights treaties,C,international_law_processed.csv
Archaeological evidence for the domestication of cats suggests it occurred when and why?,"(A) before 22,000 years ago, as a result of the shift from opportunistic foraging to logistical collecting","(B) before 11,000 years ago, as a direct result of artificial selection","(C) after 11,000 years ago, as an unintentional consequence of food production and storage","(D) after 9,000 years ago, as an unintentional result of the domestication of cattle and production of milk and cheese",C,prehistory_processed.csv
"This question refers to the following information.On Being Brought from Africa to America'Twas mercy brought me from my Pagan land,Taught my benighted soul to understandThat there's a God, that there's a Saviour too;Once I redemption neither sought nor knew.Some view our sable race with scornful eye,""Their colour is a diabolic die.""Remember, Christians, Negroes, black as Cain,May be refin'd, and join th' angelic train.—Phillis Wheatley, Poems on Various Subjects, Religious and Moral, 1773The sentiments expressed in Wheatley's poem most directly reflect which of the following continuities in U.S. history?",(A) Debates over religious freedom,(B) Debates over social justice,(C) Debates over immigration,(D) Debates over freedom of expression,B,high_school_us_history_processed.csv
"This question refers to the following information.""I know that whenever the subject has occurred in conversation where I have been present, it has appeared to be the opinion of every one that we could not be taxed by a Parliament wherein we were not represented. But the payment of duties laid by an act of Parliament as regulations of commerce was never disputed. . . . An external tax is a duty laid on commodities imported; that duty is added to the first cost and other charges on the commodity, and, when it is offered for sale, makes a part of the price. If the people do not like it at that price, they refuse it; they are not obliged to pay it. But an internal tax is forced from the people without their consent if not laid by their own representatives. The Stamp Act says we shall have no commerce, make no exchange of property with each other, neither purchase nor grant, nor recover debts; we shall neither marry nor make our wills, unless we pay such and such sums; and thus it is intended to extort our money from us or ruin us by the consequence of refusing to pay it.""—Benjamin Franklin, Examination before Parliament, 1766The policy described most immediately led to",(A) peace between Indian tribes and white settlers.,(B) the forced removal of the Cherokee from their homeland.,"(C) the first Treaty of Fort Laramie, which guaranteed Indian possession of lands west of the Mississippi River.","(D) a negotiated settlement between the tribes of the Southeast and the U.S. government, by which the tribes were allowed to remain on their lands for ten years.",B,high_school_us_history_processed.csv
"Why is it ""easier said than done"" to ensure that the principle of informed consent is adhered to?",(A) It is not practicable to present every participant with all the information about the study.,"(B) Sometimes it is desirable to withhold certain pieces of information, such as the length of time an interview will take.","(C) If the participants knew exactly what the researcher was intending to study, they might change their behavior.",(D) All of the above.,D,philosophy_processed.csv
The Aztec Empire was based on the systematic expansion of:,"(A) tribute in the form of gold, jade, feathers, cloth, and jewels.",(B) oppressive social and religious control based on military conquest.,"(C) ceramic production, a distinctive architectural style, and artistic expression.",(D) religious beliefs that required extensive and escalating human sacrifice.,A,prehistory_processed.csv
"This question refers to the following information.Read the following quote.I had now decided beyond all question that there existed in the heavens three stars wandering about Jupiter as do Venus and Mercury about the sun, and this became plainer than daylight from observations on similar occasions which followed. Nor were there just three such stars; four wanderers complete their revolutions about Jupiter, and of their alterations as observed more precisely later on we shall give a description here. Also I measured the distances between them by means of the telescope. . . .Such are the observations concerning the four Medicean planets recently first discovered by me, and although from this data their periods have not yet been reconstructed in numerical form, it is legitimate at least to put in evidence some facts worthy of note. Above all, since they sometimes follow and sometimes precede Jupiter by the same intervals, and they remain within very limited distances either to east or west of Jupiter, accompanying that planet in both its retrograde and direct movements in a constant manner, no one can doubt that they complete their revolutions about Jupiter and at the same time effect all together a twelve-year period about the center of the universe.—Galileo Galilei, 1610Which of the following intellectual hallmarks of the Renaissance seem most in conflict with the questioning of the ancient philosophers, such as Aristotle, through experimentation in natural philosophy?",(A) Humanism,(B) Secularism,(C) Individualism,(D) Arête,A,high_school_european_history_processed.csv
"When the Spanish explorer Hernando de Soto crossed a portion of the North American continent, his expedition encountered direct descendants of which people?",(A) Mississippian,(B) Adena,(C) Ancestral Puebloan,(D) Kwakiutl,A,prehistory_processed.csv
"Use indirect truth tables to determine whether the following argument is valid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)(K · L) ⊃ MN ⊃ ~MN ∨ K / L ⊃ K",(A) Valid,"(B) Invalid. Counterexample when L, M, and N are true and K is false",(C) Invalid. Counterexample when L and M are true and K and N are false,(D) Invalid. Counterexample when L and N are true and K and M are false,D,formal_logic_processed.csv
"According to Rawls, behind the veil of ignorance, the principles of justice are _____.",(A) the result of coercion,(B) impractical,(C) chosen arbitrarily,(D) the result of a fair agreement or bargain,D,philosophy_processed.csv
"This question refers to the following information.""The Chinese are all infidels: they worship images, and burn their dead just like the [Hindus]. The King of China is a Tartar, and one of the descendants of [Ghenghis] Khan…In all the Chinese provinces, there is a town for the [Muslims], and in this they reside. They also have cells, colleges, and mosques, and are made much of by the Kings of China…When we approached this city [of Hangzhou] we were met by its judge, the [elders] of Islamism, and the great merchants. The [Muslims] are exceedingly numerous here. This whole city is surrounded by a wall: each of the six [districts of Hangzhou] is also surrounded by a wall. In the first reside the guards, with their commander. I was told that, in the muster-rolls, these amount to twelve thousand…In the second division are the Jews, Christians, and the Turks who worship the sun: these are numerous, their number is not known: and theirs is the most beautiful city. Their streets are well disposed, and their great men are exceedingly wealthy. There are in the city a great number of [Muslims], with some of whom I resided for fifteen days; and was treated most [honorably]…""Ibn Battuta, Voyages, 1332–1346 C.E.The observations expressed in the excerpt are best seen as evidence for which of the following in Yuan China?",(A) Policies of religious toleration,(B) Instatement of foreigners as provincial administrators,(C) Mongol assimilation into Chinese culture,(D) Military pressures from internal unrest,A,high_school_world_history_processed.csv
 Baron cites a summary of Ali Soufan's Senate testimony to suggest that,(A) torture works in only limited situations.,(B) endorsing a single act of torture requires endorsing torture as a practice.,(C) successful interrogation may not require torture.,(D) torture is always wrong without exception.,C,moral_disputes_processed.csv
"Identify the conclusion of the following argument. The sense of a term is supposed to determine its reference. But reference can vary without any difference in thought. So, the senses of terms must be able to vary without variation in thought. So, our thoughts do not determine the meanings of our terms; meanings are not in the head. (Hilary Putnam)",(A) The sense of a term is supposed to determine its reference.,(B) But reference can vary without any difference in thought.,(C) Reference can vary without any difference in thought.,(D) Our thoughts do not determine the meanings of our terms; meanings are not in the head.,D,formal_logic_processed.csv
What is the value of the Resolutions of the UN General Assembly in terms as a 'source' of international law?,(A) GA Resolutions are considered as additional sources of international law and thus binding upon States,(B) GA Resolutions are equivalent to treaties,(C) GA Resolutions reflect always customary law,"(D) GA Resolutions are considered as material source, in the sense that they may enunciate statements of customary law",D,international_law_processed.csv
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I had to sneeze, so I quickly turned away from my mother-in-law. Scenario 2 | I wanted my children to practice having good posture for a week, so I glared at them whenever I saw them slouching so they notice when they're not sitting up straight.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",D,moral_scenarios_processed.csv
"This question refers to the following information.""The substitution of Plato for the scholastic Aristotle was hastened by contact with Byzantine scholarship. Already at the Council of Ferrera (1438), which nominally reunited the Eastern and Western churches, there was a debate in which the Byzantines maintained the superiority of Plato to Aristotle. Cosimo and Lorenzo de Medici were both addicted to Plato; Cosimo founded and Lorenzo continued the Florentine Academy, which was largely devoted to the study of Plato&…The humanists of the time, however, were too busy acquiring knowledge of antiquity to be able to produce anything of value.""Bertrand Russell, British philosopher, History of Western Philosophy, 1946It can be inferred from the passage that the Council of Ferrera",(A) laid the foundation for the Florentine Academy,(B) permanently reconciled the differences between the Eastern and Western churches,(C) accelerated the rediscovery of classical philosophy in Western Europe,(D) allowed the Byzantines to learn from Florentine scholarship,C,high_school_european_history_processed.csv
"Use indirect truth tables to determine whether the following argument is valid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)H ≡ (~I ∨ J)H ∨ ~J / ~I",(A) Valid,"(B) Invalid. Counterexample when H, I, and J are false",(C) Invalid. Counterexample when H and I are true and J is false,(D) Invalid. Counterexample when I is true and H and J are false,D,formal_logic_processed.csv
"A doctor is charged with the murder of his wife. The prosecution alleges that he murdered his wife by giving her a massive injection of succinylcholine while she was asleep. Succinylcholine is a drug used in small quantities by anesthesiologists as a muscle relaxant. The prosecution claims that the fatal dose given to the wife so totally relaxed her lung muscles that she suffocated. During the trial, a toxicologist, who had no previous knowledge of the case, sat in court and heard all of the evidence about the wife's death and autopsy. As part of the doctor's defense, his attorney calls the toxicologist to give his opinion on the cause of the wife's death. May the toxicologist so testify?","(A) Yes, because he can identify the data upon which his opinion is based.","(B) Yes, because an expert may base his opinion on facts made known to him at the trial.","(C) No, because he has no personal knowledge of the wife's death.","(D) No, because the cause of death is an issue to be decided by the jury.",B,professional_law_processed.csv
Referring to an act committed by an opponent in negative terms while referring to the same act committed by the arguer or supporters in favorable terms describes which of the following fallacies?,(A) Ambiguity,(B) Special pleading,(C) Reification,(D) Hypostatization,B,logical_fallacies_processed.csv
What is the effects doctrine?,(A) It posits that jurisdiction exists only when it is effective,(B) The effects doctrine serves to confer jurisdiction on the State which has an effective link with the harmful conduct,(C) The effects doctrine serves to confer jurisdiction on the State sharing the nationality of the offender,(D) The effects doctrine serves to confer jurisdiction to the State on whose territory the conduct produces effects,D,international_law_processed.csv
 Baxter argues that we should view our treatment of the environment as a matter of various trade-offs whose aim is,(A) to minimize damage incurred by all individual living beings.,(B) to minimize the suffering of all sentient creatures.,(C) to promote the functional integrity of ecosystems.,(D) to promote human welfare.,D,moral_disputes_processed.csv
"This question refers to the following information.""I observe the great and wonderful mistake, both our own and our fathers, as to the civil powers of this world, acting in spiritual matters. I have read…the last will and testament of the Lord Jesus over many times, and yet I cannot find by one tittle of that testament that if He had been pleased to have accepted of a temporal crown and government that ever He would have put forth the least finger of temporal or civil power in the matters of His spiritual affairs and Kingdom. Hence must it lamentably be against the testimony of Christ Jesus for the civil state to impose upon the souls of the people a religion, a worship, a ministry, oaths (in religious and civil affairs), tithes, times, days, marryings, and buryings in holy ground…""Roger Williams, The Hireling Ministry None of Christ's, 1652The Puritans believed that the freedom to practice religion should be extended to",(A) Puritans only,(B) all Protestants only,(C) all Christians only,(D) all Jews and Christians only,A,high_school_us_history_processed.csv
"This question refers to the following information.""I observe the great and wonderful mistake, both our own and our fathers, as to the civil powers of this world, acting in spiritual matters. I have read…the last will and testament of the Lord Jesus over many times, and yet I cannot find by one tittle of that testament that if He had been pleased to have accepted of a temporal crown and government that ever He would have put forth the least finger of temporal or civil power in the matters of His spiritual affairs and Kingdom. Hence must it lamentably be against the testimony of Christ Jesus for the civil state to impose upon the souls of the people a religion, a worship, a ministry, oaths (in religious and civil affairs), tithes, times, days, marryings, and buryings in holy ground…""Roger Williams, The Hireling Ministry None of Christ's, 1652Puritan emigration from England came to a near halt between the years 1649 and 1660 because, during that period,",(A) most English Puritans were imprisoned for heresy,(B) most Puritans converted to Catholicism,"(C) the New England settlement had become too overcrowded, and colonial legislatures strongly discouraged immigration",(D) the Puritans controlled the English government,D,high_school_us_history_processed.csv
"This question refers to the following information.The 1980s have been born in turmoil, strife, and change. This is a time of challenge to our interests and our values and it's a time that tests our wisdom and skills.At this time in Iran, 50 Americans are still held captive, innocent victims of terrorism and anarchy. Also at this moment, massive Soviet troops are attempting to subjugate the fiercely independent and deeply religious people of Afghanistan. These two acts—one of international terrorism and one of military aggression—present a serious challenge to the United States of America and indeed to all the nations of the world. Together we will meet these threats to peace.…Three basic developments have helped to shape our challenges: the steady growth and increased projection of Soviet military power beyond its own borders; the overwhelming dependence of the Western democracies on oil supplies from the Middle East; and the press of social and religious and economic and political change in the many nations of the developing world, exemplified by the revolution in Iran.Each of these factors is important in its own right. Each interacts with the others. All must be faced together, squarely and courageously. We will face these challenges, and we will meet them with the best that is in us. And we will not fail.—Jimmy Carter, State of the Union Address, January 23, 1980Which of the following best expresses Carter's approach to foreign policy in the passage above?",(A) Isolationism,(B) Appeasement,(C) Containment,(D) A call for war,C,high_school_us_history_processed.csv
How does Nozick answer the criticism of his historical entitlement theory that if the distribution of goods in society is unjust those at the bottom always lose?,(A) It can be remedied by redistribution of wealth.,"(B) If each person's holdings are just, then the total distribution of holdings is just.",(C) Historical factors are secondary to moral imperatives.,(D) He has no answer.,B,jurisprudence_processed.csv
"Who accompanies Vishnu in many of his incarnations as his consort, and is known as the goddess of good fortune?",(A) Parvati,(B) Sita,(C) Sri (Lakshmi),(D) Sarasvati,C,world_religions_processed.csv
The fallacy of reprehensible personality is a specific type of,(A) the fallacy of accident,(B) False dilemma,(C) Begging the question,(D) Circular reasoning,A,logical_fallacies_processed.csv
"This question refers to the following information.Read the following excerpt.If civilized education developed in every child its natural inclinations, we should see nearly all rich children enamored of various very plebeian occupations, such as that of the mason, the carpenter, the smith, the saddler. I have instanced Louis the XVI, who loved the trade of locksmith; an Infanta of Spain preferred that of shoemaker; a certain king of Denmark gratified himself by manufacturing syringes; the former king of Naples loved to sell the fish he had caught in the market-place himself; the prince of Parma, whom Condillac had trained in metaphysical subtitles, in the understanding of intuition, of cognition, had no taste but for the occupation of church-warden and lay-brother.The great majority of wealthy children would follow these plebeian tastes, if civilized education did not oppose the development of them; and if the filthiness of the workshops and the coarseness of the workmen did not arouse a repugnance stronger than the attraction. What child of a prince is there who has no taste for one of the four occupations I have just mentioned, that of mason, carpenter, smith, saddler, and who would not advance in them if he beheld from an early age the work carried on in blight workshops, by refined people, who would always arrange a miniature workshop for children, with little implements and light labor?—Charles Fourier, On Education, 1838What nation experimented with utilizing the ideas of Fourier and others like him to create national workshops in 1848?",(A) Germany,(B) France,(C) Great Britain,(D) Austria,B,high_school_european_history_processed.csv
 Velleman believes that euthanasia can be justified on the basis of,(A) Kantian considerations.,(B) consequentialist considerations.,(C) existentialist considerations.,(D) feminist considerations.,A,moral_disputes_processed.csv
Which Guru was martyred when he refused to embrace Islam?,(A) Guru Ram Das,(B) Guru Tegh Bahadur,(C) Guru Gobind Singh,(D) Guru Har Rai,B,world_religions_processed.csv
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | i found the cutest little purse at the thrift store that i just had to take. Scenario 2 | I tattooed a symbol of loyalty on my arm.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",B,moral_scenarios_processed.csv
Which of the following apparent correlatives contradicts Hohfeld's scheme of 'jural relations'?,(A) Right and duty.,(B) Privilege and no-right.,(C) Power and liability.,(D) Immunity and disability.,C,jurisprudence_processed.csv
Rejecting a claim by criticizing the person who makes it rather than the claim itself is known as the fallacy of...,(A) Division,(B) Appeal to emotion,(C) Composition,(D) Appeal to the person,D,logical_fallacies_processed.csv
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I served portions of Mud Pie made of real dirt to my stuffed animals. Scenario 2 | I put the ring in a Tiffany box so my girlfriend would think it was real.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",C,moral_scenarios_processed.csv
"A customer at a fish market was leaving the store after purchasing an assortment of shrimp, oysters, and scallops. He was walking along the sidewalk in front of the store when he slipped on a piece of eel. He brought suit against the owner of the market claiming that he suffered leg and back injuries. The owner, although admitting that the customer was injured by slipping on the eel, denied negligence and claimed that the customer was contributorily negligent. At trial, the owner calls a witness to testify that before the fall he heard someone call out to the customer, ""Watch it, buddy, you're going to step on that piece of fish. ""The witness's testimony is","(A) admissible, because it is relevant as to the customer's contributory negligence.","(B) admissible, as a statement of the declarant's present state of mind.","(C) inadmissible, as hearsay not within any exception.","(D) inadmissible, because it was not a spontaneous utterance.",A,professional_law_processed.csv
"According to the scripture that Butler discusses in Sermon One, human beings are:",(A) independent and autonomous individuals.,(B) all a part of one body.,(C) all a part of God.,(D) part of the animal kingdom.,B,philosophy_processed.csv
"This question refers to the following information.Read the following excerpt.Never were talents of the highest genius of the most exalted kind, more profusely bestowed upon a human being. The genius of Napoleon is astounding. All branches of human knowledge seemed alike familiar to his gigantic mind. His conversations at St. Helena, scattered through the numerous and voluminous memorials of those who gleaned them, are replete with intensest interest. During the long agony of his imprisonment and his death, he conversed with perfect freedom upon the events of his marvelous career, and upon all those subjects or morals, politics, and religion, which most deeply concern the welfare of our race. There is no mind which will not be invigorated by familiarity with these profound thoughts, expressed with so much glow of feeling and energy of diction.—John S. C. Abbott, historian, Napoleon at St. Helena, 1855Which of the following features of the French empire under Napoleon does Abbott seem most impressed with?",(A) Napoleon's secret police,(B) Napoleon's domestic reforms,(C) Napoleon's suppression of women's rights,(D) Napoleon's military tactics,B,high_school_european_history_processed.csv
"This question refers to the following information.Confidential—For Your Excellency's personal information and guidanceThe Austro-Hungarian Ambassador yesterday delivered to the [German] Emperor [Wilhelm II] a confidential personal letter from the Emperor Francis Joseph [of Austria-Hungary], which depicts the present situation from the Austro-Hungarian point of view, and describes the measures which Vienna has in view. A copy is now being forwarded to Your Excellency. …His Majesty desires to say that he is not blind to the danger which threatens Austria-Hungary and thus the Triple Alliance as a result of the Russian and Serbian Pan-Slavic agitation. … His Majesty will, furthermore, make an effort at Bucharest, according to the wishes of the Emperor Franz Joseph, to influence King Carol to the fulfilment of the duties of his alliance, to the renunciation of Serbia, and to the suppression of the Rumanian agitations directed against Austria-Hungary.Finally, as far as concerns Serbia, His Majesty, of course, cannot interfere in the dispute now going on between Austria-Hungary and that country, as it is a matter not within his competence. The Emperor Franz Joseph may, however, rest assured that His Majesty will faithfully stand by Austria-Hungary, as is required by the obligations of his alliance and of his ancient friendship.Theobald von Bethmann-Hollweg (chancellor of Germany), telegram to the German ambassador at Vienna, July 6, 1914From the passage, one may infer that Bethmann-Hollweg's telegram is often referred to as Germany's ""blank check"" because",(A) it pledged Germany to join the Triple Alliance and support Austria-Hungary against the Triple Entente,"(B) it was understood to give Austria an unlimited scope of response to the assassination of Franz Ferdinand, to Serbia, and Pan-Slavism within the Austro-Hungarian Empire",(C) it pledged Germany's unlimited support to Franz Joseph in his efforts to succeed the recently assassinated Franz Ferdinand,(D) it offered nothing in terms of real support to Franz Joseph and Austria-Hungary,B,high_school_european_history_processed.csv
"Leopold Pospisil identifies four elements manifested by law: authority, universality, 'obligatio' - and fourthly?",(A) Dispute.,(B) Sanction.,(C) Order.,(D) Hierarchy.,B,jurisprudence_processed.csv
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I purposely cut my own finger so I could get pain medication at the emergency room. Scenario 2 | I cashed a check that was meant for my dead grandmother.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,moral_scenarios_processed.csv
Excavation of Yang-shao sites in China indicates which domesticated crops?,"(A) beans, millet, and maize.","(B) wheat, rice, and peas.","(C) sorghum, emmer, and legumes.","(D) millet, cabbage, and rice.",D,prehistory_processed.csv
" Which of the given formulas of PL is the best symbolization of the following sentence?If either Harry enrolls or George does not enroll, then Jim enrolls.",(A) H ∨ (~G ⊃ J),(B) ~(H ∨ G) ⊃ J,(C) (H ∨ ~G) ⊃ J,(D) (H ⊃ ~G) ∨ J,C,formal_logic_processed.csv
In a valid disjunctive syllogism the minor premise must,(A) accept one choice,(B) reject all but one choice,(C) either A or B,(D) none of the above,C,logical_fallacies_processed.csv
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I put sugar in my husband's coffee. Scenario 2 | As my parents laid in bed, I lifted their wedding rings.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",C,moral_scenarios_processed.csv
"The belief that all of the characteristics of civilization developed in one place, such as Egypt, and from there spread out to the rest of the world is known as:",(A) cultural evolution,(B) migrationism,(C) diffusionism,(D) anti-originalism,C,prehistory_processed.csv
 The goal of cognitive-behavioral therapy is to,(A) build grit.,(B) minimize distorted thinking.,(C) reward good behavior.,(D) achieve stoic wisdom.,A,moral_disputes_processed.csv
An important formal characteristic of art is_____.,(A) social meaning,(B) faithful representation,(C) its power to evoke strong emotions,(D) coherence,D,philosophy_processed.csv
Which of the following is evidence of a complex society?,(A) monumental works,(B) burials with grave goods,(C) leisure and a sedentary lifestyle,(D) all of the above,A,prehistory_processed.csv
