question,A,B,C,D,answer,source_file
Which of the following would likely slow a nation's economic growth?,(A) Guaranteed low-interest loans for college students,(B) Removal of a tax on income earned on saving,(C) Removal of the investment tax credit,(D) More research grants given to medical schools,C,high_school_macroeconomics_processed.csv
During which step of the Chase Jones model of issues management should the strengths and weaknesses of the organisation be reviewed?,(A) Identification,(B) Analysis,(C) Strategy,(D) Evaluation,B,public_relations_processed.csv
Which of the following did Thatcher's government not strive to achieve:,(A) marketization and privatization,"(B) individual freedom, choice and responsibility","(C) generous financial benefits for single parents, students and the unemployed",(D) the rolling back of the welfare state,C,sociology_processed.csv
Which of the following statements is correct in regard to the federal budget deficit and the federal debt?,(A) When the debt is negative the deficit decreases.,(B) When the debt is positive the deficit decreases.,(C) The deficit is the accumulation of past debts.,(D) When the deficit is negative the debt decreases.,D,high_school_macroeconomics_processed.csv
Scarcity is best defined as,(A) the difference between limited wants and limited economic resources.,(B) the difference between the total benefit of an action and the total cost of that action.,(C) the difference between unlimited wants and limited economic resources.,(D) the opportunity cost of pursuing a given course of action.,C,high_school_microeconomics_processed.csv
"According to the Constitution, who determines voter eligibility requirements?",(A) The president,(B) Congress,(C) State legislatures,(D) Federal administrative agencies,C,high_school_government_and_politics_processed.csv
another person's behavior is referred to as the .,(A) self-serving bias,(B) actor-observer effect,(C) fundamental attribution bias,(D) self-perception bias,C,professional_psychology_processed.csv
Which statement best describes the relationship between realist international relations theorists and peace researchers in the early 1960s?,"(A) Both peace researchers and realists advocated an academic focus on the escalation of the arms race. Although tensions existed between the groups in terms of their proposed solutions to this crisis, there existed a consensus that the Soviet bloc should be eliminated as a nuclear threat, thus favouring the survival of Western liberal democracies.","(B) In contrast to the realist school, peace researchers looked beyond the accumulation of nuclear weapons for a focus to their studies; this resulted in tensions between the two groups, with the former believing that the attainment of superior military strength was paramount to achieving security.","(C) Whilst peace researchers indentified the escalation of the arms race as a result of failures by the League of Nations, realist scholars deemed it to be the natural progression of ideological differences between the Soviet bloc and Western liberal democracies. This resulted in irreconcilable differences between the study agendas of realists and peace researchers.","(D) The East-West divide of the Cold War gave rise to a sharp divide between realists and early peace studies theorists. Whilst realists wished to focus research on that which would favour the survival of Western liberal democracies, advocates of peace studies regarded this approach as being narrow and Western ethnocentric.",D,security_studies_processed.csv
Which of the following will increase wages for tuba makers?,(A) An increase in the number of graduates at tuba maker training school,(B) An increase in the price of tubas,(C) An increase in the price of tuba lessons,(D) An increase in the tax on tubas,B,high_school_microeconomics_processed.csv
Which of the following fiscal policies is likely to be most effective when the economy is experiencing an inflationary gap?,(A) The government decreases taxes and keeps spending unchanged.,(B) The government increases spending and keeps taxes unchanged.,(C) The government increases spending matched with an increase in taxes.,(D) The government increases taxes and decreases spending.,D,high_school_macroeconomics_processed.csv
"In a skewed smooth distribution with a tail exended to the left, the statistic with the highest value is the",(A) standard deviation,(B) mode,(C) median,(D) mean,B,professional_psychology_processed.csv
The tendency for a population to continue to grow long after replacement fertility has been achieved is called,(A) zero population growth.,(B) rapid growth rate.,(C) homeostatic plateau.,(D) demographic momentum.,D,high_school_geography_processed.csv
A dependent variable whose values are not observable outside a certain range but where the corresponding values of the independent variables are still available would be most accurately described as what kind of variable?,(A) Censored,(B) Truncated,(C) Multinomial variable,(D) Discrete choice,A,econometrics_processed.csv
How can the origins of weak state insecurity be explained?,(A) Weak state insecurity in a historical framework of analysis represents an abnormal state in the long term state-building process. Bloody and violent conflict between social forces is not consistent with the presence of the centralizing force with the capacity to attain monopoly of control over violence.,(B) The utility of explaining weak state insecurity with a comparison to the historical conditions of state consolidation in Europe does not stand in the contemporary context of global society because of the pervasion of international norms to prevent violent conflict from manifesting in the consolidation process.,"(C) The contemporary state-building condition is constrained by the shortened time-frame operating within the established guidelines of international norms, a particular problematic rule of which is sovereignty. Thus, unlike some European entities which could not complete the state-building process and were absorbed into more viable units, weak states will remain quasi entities.",(D) Weak state insecurity originated from the denial of sovereignty as the norm and the corresponding extension of the right to inviolability of statehood. Without protection under international laws the possibility of its national status being revoked and its territory being subsumed into another state threatens the consolidation of the state-building process.,C,security_studies_processed.csv
"What is the primary reason that you, as a public relations manager, should insist on prioritizing and scheduling activities?",(A) to help the department stay focused on its strategic plan,(B) to ensure that projects that are important to the CEO always have first priority,(C) to ensure that the department's events and public relations activities are not neglected,(D) to make it easier for other departments to understand the responsibilities of the public relations department,A,public_relations_processed.csv
"During periods of darkness, the pineal gland in the middle of the brain produces which of the following hormones that is essential to sleep regulation?",(A) Estrogen,(B) Adrenaline,(C) Testosterone,(D) Melatonin,D,high_school_psychology_processed.csv
Which of the following statements concerning the regression population and sample is FALSE?,(A) The population is the total collection of all items of interest,(B) The population can be infinite,"(C) In theory, the sample could be larger than the population",(D) A random sample is one where each individual item from the population is equally likely to be drawn.,C,econometrics_processed.csv
Which principle was established by the Supreme Court's decision in Marbury v. Madison?,"(A) One man, one vote",(B) Separate but equal,(C) Judicial review,(D) Right to privacy,C,high_school_government_and_politics_processed.csv
"What, according to Systemic theories, is the primary determinant of a state's foreign policy?",(A) The character of a state's leader,(B) The distribution of power in the international system,(C) The distribution of power within a state's governmental system,(D) A state's political ideology,B,us_foreign_policy_processed.csv
The legal principle that instructs judges to follow established precedent when deciding cases is commonly referred to as,(A) certiorari,(B) de jure,(C) ex post facto,(D) stare decisis,D,high_school_government_and_politics_processed.csv
Which common public relations tactic involves sending journalists on visits to appropriate locations?,(A) Media release,(B) Media tour,(C) Press room,(D) Promotional days/weeks,B,public_relations_processed.csv
When the value of the U.S. dollar appreciates relative to other currencies which of the following is the most likely to occur?,(A) Imports into the United States will decrease.,(B) Exports from the United States will increase.,(C) U.S. residents will take more vacations in foreign countries.,(D) More foreign visitors will travel to the United States.,C,high_school_macroeconomics_processed.csv
Which of the following Internet-related challenges is most significant in the public relations field?,(A) Representing clients using new social media environments,"(B) Finding stable, cost-effective Internet providers",(C) Training staff to use social media,(D) Staying abreast of changing technology,D,public_relations_processed.csv
Which of the following best describes the definition of poverty used by the United States government?,(A) It specifies the poverty line at a level set in the 1960s and adjusted since to reflect inflation.,"(B) It includes the value of government services, such as Medicaid or public housing, when setting the poverty line.","(C) It is based on the concept of relative deprivation, and the poverty line changes as the distribution of income changes.","(D) It is based on the concept of lifestyle, and the poverty line varies according to the needs of the individual.",A,sociology_processed.csv
Which of these qualities is NOT listed as something to consider when choosing an opinion leader for a public relations campaigns?,(A) Reputation,(B) Impact,(C) Familiarity with subject or issue,(D) Ability to reach people,C,public_relations_processed.csv
The INTER-SCORER RELIABILITY is used for essay tests or behavioral observation scales and usually involves a coefficient between rater’s scores. What is the Kappa Coefficient?,(A) measure of agreement between 2 raters using nominal scales,(B) elapsed time in which target behaviors occurs,(C) recording all behaviors with narrative description,(D) # of times target behavior occurs,A,professional_psychology_processed.csv
"According to ""working theory,"" what is the step that occurs between an individual gaining information and changing behavior?",(A) coorientation,(B) opinion change,(C) reaction formation,(D) semantic encoding,B,public_relations_processed.csv
A game show like Jeopardy! asks players to demonstrate which of the following types of intelligence?,(A) IQ,(B) Crystallized intelligence,(C) Fluid intelligence,(D) General intelligence,B,high_school_psychology_processed.csv
Which statement is true about focus group research?,(A) The participants should be selected at random.,(B) It is an example of a formal research tool for practitioners.,(C) The information can be generalized to describe a larger population.,(D) The findings generate qualitative data that can be used to develop surveys.,D,public_relations_processed.csv
Which of these statements defines the Copenhagen School's view of security?,"(A) Security is a socially constructed concept, relative to the society in which it exists, and what will constitute an existential threat is accordingly subjective.","(B) Security is best defined using the traditional paradigm, with the state as the referent object to be secured using extraordinary measures where possible.","(C) To best understand security one must adopt a constructivist approach, threats exist only when articulated by a wider audience and may warrant the implementation of emergency measures.","(D) Security exists as an empirically verifiable and independent condition that changes only slightly, if at all, with regards to the social context in which it is applied.",A,security_studies_processed.csv
Which of the following is the best example of the free-rider effect?,(A) You and a friend take a road trip to Florida in your friend's car. You pay for the gas.,"(B) In exchange for tutoring your friend in economics, she helps you with your geometry assignment.","(C) You have ordered a big college football game on pay-per-view, and several of your buddies show up unannounced to watch it at your place.","(D) You buy your date dinner, but your date insists on leaving a tip for the server.",C,high_school_microeconomics_processed.csv
You are working at a supermarket bagging groceries but you are unhappy about your wage so you quit and begin looking for a new job at a competing grocery store. What type of unemployment is this?,(A) Cyclical,(B) Structural,(C) Seasonal,(D) Frictional,D,high_school_macroeconomics_processed.csv
Which of the following is removed when a male is circumcised?,(A) sunna,(B) corpus spongiosum,(C) septum,(D) prepuce,D,human_sexuality_processed.csv
To what extent can societal identity be defended militarily?,"(A) If a threat posed by one group to another is military - particularly when linked to the defence of the historic homeland - armed response is required. At the intra-state level, many societal groups have no such means of armed protection and are compelled to employ non-military counter-measures.",(B) Intra-state collectives faced with a political or military threat to their identity will form their own militia or defensive force as a means of protection. This results in the establishment of quasi-states which may undermine the territorial integrity of the nation.,"(C) Being aligned with the state, society has immediate and unequivocal access to the use of state forces (in the form of military retaliation) if there is a threat to societal security.","(D) Societal groups do not face military threats; being constituted by identity and social cohesion, military forces are not engaged against societal groups in any meaningful way.",A,security_studies_processed.csv
"Following the terrorist attacks of 9/11, what is the predominant paradigm in security and threat perception and to what extent is it an adequate response?","(A) The security paradigm has been the development of multi-level analysis, to aid the understanding of disempowerment and to promote peace research involvement by NGOs, policy-makers, and the academic community.","(B) The security paradigm of US led strategy has been the undertaking of short-term measures, many of which are drawn from research of the peace studies community. They focus on peace-keeping, peace-making, and structural change for preventing further conflict.","(C) The security paradigm of recent years has been to some extent a reversion to 'liddism'; keeping the lid on a potentially fractured international system, without redress to the critical underlying causes of the problems.","(D) The dominant approach to security studies has been a US led initiative which recognizes the need to undertake responsibility for inter-governmental cooperation, particularly for the commitment towards ethical intervention and for securing peaceful transformations alongside demilitarization of the international community.",C,security_studies_processed.csv
Which of the following is true of a typical contraction of the business cycle?,(A) Consumption is falling but household wealth is rising.,(B) Consumption is increasing.,(C) Private investment is rising.,(D) Employment and inflation are low.,D,high_school_macroeconomics_processed.csv
Which of the following describes the theory behind the demand curve?,(A) Decreasing marginal utility as consumption rises.,(B) Increasing marginal cost as consumption rises.,(C) Decreasing marginal cost as consumption rises.,(D) Increasing total utility at an increasing rate as consumption rises.,A,high_school_microeconomics_processed.csv
Consider the following model for $y_t$:$y_t = \mu + \lambda t + u_t$Which one of the following most accurately describes the process for $y_t$?,(A) A unit root process,(B) A stationary process,(C) A deterministic trend process,(D) A random walk with drift,C,econometrics_processed.csv
"Which of the following considers it immoral to use force abroad to do good things (such human rights protection, democracy, etc)?",(A) Realism,(B) Idealism,(C) Liberalism,(D) None of the above,A,us_foreign_policy_processed.csv
Early theories of mass communication suggested that audiences were passive recipients of media messages and thus vulnerable to manipulation. Which of the following best describes current thinking?,(A) Audiences are more vulnerable and passive than ever before.,"(B) Television viewing, in particular, creates increased activity in the right hemisphere of the brain.",(C) Active receivers are not uniformly affected by mass communication messages.,(D) Technology has led to increasingly passive recipients at the ends of message transmission systems.,C,public_relations_processed.csv
Learned helplessness is an example of the power of,(A) expectation,(B) positive reinforcement,(C) negative reinforcement,(D) classical conditioning,A,high_school_psychology_processed.csv
Can environmental changes be reconciled with national security interests?,"(A) Environmental challenges to economic growth, such as natural resource management and employment, leads to diversification and research which may in the long-term result in technological advancements that bolster military programs.","(B) Environmental changes can undermine national security in many ways; including weakening the economic base that determines military capacity. So if the natural capital base of an economy erodes than so does the long-term capacity of its armed forces. Any developments however, will be 'human' in impact.",(C) The environmental problems encountered by countries are principally internal. External threats remain within a country's control: external military threats will remain unchanged and a primary concern.,(D) All of these options.,B,security_studies_processed.csv
The feedback loop in men which regulates the production of sex hormones includes all but which of the following?,(A) oxytocin,(B) gonadotropin-releasing hormone,(C) follicle-stimulating hormone,(D) pituitary gland,A,human_sexuality_processed.csv
The purpose for the creation of NATO was to,(A) defend North America and Western Europe against the threat of communism.,(B) form an economic alliance for trade between Europe and North America.,(C) defend Europe against a second Nazi invasion.,(D) defend northern Europe against Chinese missiles.,A,high_school_geography_processed.csv
Suppose that there are only two goods: x and y. Which of the following is NOT correct?,(A) One can have comparative advantage in producing both goods.,(B) One can have both an absolute advantage and a comparative advantage in producing x.,(C) One can have absolute advantage and no comparative advantage in producing x.,(D) One can have comparative advantage and no absolute advantage in producing x.,A,high_school_microeconomics_processed.csv
Which of the following approaches to psychotherapy focuses only the problem behaviour and how to modify it?,(A) Behaviour modification,(B) psychoanalytic,(C) sociological,(D) evolutionary,A,human_sexuality_processed.csv
The two principles that deal with questions of values are:,(A) religion and ethics,(B) faith and science,(C) legal and ethics,(D) legal and religion,A,human_sexuality_processed.csv
A researcher tests for structural stability in the following regression model:$y_t = \beta_1 + \beta_2 x_{2t} + \beta_3 x_{3t} + u_t$The total sample of 200 observations is split exactly in half for the sub-sample regressions. Which would be the unrestricted residual sum of squares?,(A) The RSS for the whole sample,(B) The RSS for the first sub-sample,(C) The RSS for the second sub-sample,(D) The sum of the RSS for the first and second sub-samples,D,econometrics_processed.csv
The trade-off between defense and social spending is often referred to as a choice between,(A) bread and butter.,(B) war and peace.,(C) guns and butter.,(D) bombs and books.,C,us_foreign_policy_processed.csv
"Every time Mr. Hamm makes another pizza in his shop, he places $0.45 worth of sauce on top. For Mr. Hamm, the cost of pizza sauce is a component of which of the following? I. Total Fixed Costs II. Total Variable Costs III. Marginal Cost IV. Total Costs",(A) I and IV only,(B) II and III only,(C) II and IV only,"(D) II, III, and IV only",D,high_school_microeconomics_processed.csv
Which of the following information about publications does the Audit Bureau of Circulation NOT provide?,(A) Circulation,(B) Distribution,(C) Traffic,(D) Readership,D,public_relations_processed.csv
"According to motivational realism, what might inspire the behaviour of so called 'greedy states'?",(A) Human nature is fundamentally greedy.,(B) All of these options.,(C) State desire to increase wealth and prosperity.,(D) State desire to spread its ideology.,B,security_studies_processed.csv
Goldthorpe identified the 'service class' as:,"(A) those in non-manual occupations, exercising authority on behalf of the state",(B) people working in consultancy firms who were recruited by big businesses,(C) the young men and women employed in domestic service in the nineteenth century,(D) those who had worked in the armed services,A,sociology_processed.csv
"If OLS is used in the presence of autocorrelation, which of the following will be likely consequences?i) Coefficient estimates may be misleadingii) Hypothesis tests could reach the wrong conclusionsiii) Forecasts made from the model could be biasediv) Standard errors may inappropriate",(A) (ii) and (iv) only,(B) (i) and (iii) only,"(C) (i), (ii), and (iii) only","(D) (i), (ii), (iii), and (iv)",A,econometrics_processed.csv
Corn is exchanged in a competitive market. Which of the following definitely increases the equilibrium price of corn?,(A) Both supply and demand shift rightward.,(B) Both supply and demand shift leftward.,(C) Supply shifts to the right; demand shifts to the left.,(D) Supply shifts to the left; demand shifts to the right.,D,high_school_macroeconomics_processed.csv
"The research indicates that, when Total Quality Management (TQM) fails to live up to its potential, this is most often because:",(A) the team leader lacks adequate leadership skills.,(B) there was too much reliance on team (versus individual) effort.,(C) employees were not sufficiently involved in decision-making.,(D) pay and other benefits were not adequately linked to team performance.,C,professional_psychology_processed.csv
A nonprofit environmental group includes a free gift of address labels in a letter asking for contributions. Which social psychological principle is the nonprofit group trying to use to increase contributions?,(A) self-fulfilling prophecy,(B) stable attribution,(C) compliance strategy,(D) fundamental attribution error,C,high_school_psychology_processed.csv
Under which of the following situations would bootstrapping be preferred to pure simulation?i) If it is desired that the distributional properties of the data in the experimentare the same as those of some actual dataii) If it is desired that the distributional properties of the data in the experimentare known exactlyiii) If the distributional properties of the actual data are unknowniv) If the sample of actual data available is very small,(A) (ii) and (iv) only,(B) (i) and (iii) only,"(C) (i), (ii), and (iv) only","(D) (i), (ii), (iii), and (iv)",B,econometrics_processed.csv
Quebec is a strong example of which of the following situations?,(A) Irredentism,(B) Secession,(C) Ethnonationalism,(D) A colony,C,high_school_geography_processed.csv
Which of the following was not a landmark antitrust act?,(A) The Wagner Act,(B) The Sherman Act,(C) The Clayton Act,(D) The Robinson-Patman Act,A,high_school_microeconomics_processed.csv
Which of the following is not a basic somatosensation?,(A) pain,(B) touch,(C) cold,(D) itch,D,high_school_psychology_processed.csv
"Which of the following is an example of ""horse-race journalism""?",(A) A news story focuses on a politician's scandals rather than achievements.,(B) A television news anchor reports an event before the station's rivals.,(C) A reporter announces which candidate leads in a public opinion poll.,(D) A newspaper editor prints stories about long-term political developments.,C,high_school_government_and_politics_processed.csv
"What two elements do the planning models of Hendrix (2002), Kendall (1999), Merston (1963) and Parkinson and Ekachai (2006) have in common?",(A) Research and evaluation,(B) Strategy and evaluation,(C) Strategy and implementation,(D) Objectives and implementation,A,public_relations_processed.csv
"In the design of a competitive market system, which of the following does NOT describe how resources are allocated?","(A) Price signals that guide producers on what, when, how, and for whom to produce goods and services.",(B) Active government ownership and direction of production.,(C) Voluntary market exchange between buyers and sellers.,(D) Distribution of income and goods on the basis of contribution or productivity.,B,high_school_microeconomics_processed.csv
The Old Testament presents the view that sexuality is,(A) fundamentally positive,(B) to be considered in light of its social consequences,(C) comparable to other biological functions,(D) a and b,D,human_sexuality_processed.csv
"An ""A+"" course grade is which kind of reinforcer?",(A) primary,(B) secondary,(C) continuous,(D) partial,B,high_school_psychology_processed.csv
How did the Cold War context shape US perceptions of the Third World?,(A) The US ignored the Third World,(B) Local developments were viewed through a geopolitical lens,(C) The US unreservedly supported decolonization,(D) None of the above,B,us_foreign_policy_processed.csv
The placenta does all of the following except:,(A) supplies oxygen to the fetus,(B) supplies nutrients to the fetus,(C) supplies blood to the fetus,(D) secretes hormones,C,human_sexuality_processed.csv
One of the first models of the physiology of the human sexual response was provided by,(A) Henry Havelock Ellis,(B) Sigmund Freud,(C) Linda George and Stephen Weiler,(D) William Masters and Virginia Johnson,D,human_sexuality_processed.csv
Traditional working class identity was based around:,(A) shared working conditions in the manufacturing industry,(B) the class consciousness of members of the proletariat,"(C) local communities, extended kinship networks and shared leisure pursuits",(D) collective aspirations to move into the middle class,C,sociology_processed.csv
Which of the following is NOT a good predictor of which states will get nuclear weapons?,(A) Receipt of sensitive nuclear assistance,(B) Wealth/GDP,(C) Rivalry with a nuclear state,(D) Regime type,D,us_foreign_policy_processed.csv
The Macpherson Report highlighted the increasing problem of:,(A) hate crimes: violence against ethnic minorities simply because of their race,(B) institutional racism: systematic forms of disadvantage built into the routines and practices of social institutions,(C) overt racism in the police force that must be tackled by institutional reforms,(D) growing numbers of asylum seekers in need of long term accommodation,B,sociology_processed.csv
Émile Durkheim believed the primary focus of sociology should be which of the following?,(A) Social action,(B) Social facts,(C) Class relations,(D) Cultural dynamics,B,sociology_processed.csv
Which of the following statements is true of congressional incumbents who run for reelection?,(A) Incumbent senators are more likely to be reelected than are incumbent members of the House of Representatives.,(B) Incumbents are prohibited by law from spending more on their reelection campaigns than their challengers spend.,(C) Incumbents have a great advantage over challengers because they are better known and can raise campaign funds more easily.,"(D) Ever since the 1994 election, the majority of congressional incumbents have failed in their reelection attempts.",C,high_school_government_and_politics_processed.csv
According to Keynesian economists,(A) the investment demand curve is relatively elastic,(B) fiscal policy is more effective than monetary policy,(C) the economy is inherently stable,(D) inadequate supply is largely to blame for periods of stagnation,B,high_school_macroeconomics_processed.csv
"If two variables, $x_t$ and $y_t$ are said to be cointegrated, which of the following statements are true?i) $x_t$ and $y_t$ must both be stationaryii) Only one linear combination of $x_t$ and $y_t$ will be stationaryiii) The cointegrating equation for $x_t$ and $y_t$ describes the short-run relationshipbetween the two seriesiv) The residuals of a regression of $y_t$ on $x_t$ must be stationary",(A) (ii) and (iv) only,(B) (i) and (iii) only,"(C) (i), (ii), and (iii) only","(D) (i), (ii), (iii), and (iv)",A,econometrics_processed.csv
"When considering economic tools for security policy, which of the following is the odd one out?",(A) Withdrawal of economic trade rights with the domestic market.,(B) Export controls protecting technological advantage and further foreign policy objectives.,(C) Control of munitions and arms sales.,(D) Import restrictions to protect a domestic market from foreign goods.,A,security_studies_processed.csv
What will happen to the equilibrium price level and the equilibrium quantity of output if the aggregate supply curve shifts to the left? Assume a Classical aggregate supply curve.,(A) The equilibrium price level increases while the equilibrium quantity of output decreases.,(B) The equilibrium price level decreases while the equilibrium quantity of output increases.,(C) The equilibrium price level and quantity of output increase.,(D) The equilibrium price level remains unchanged while the equilibrium quantity of output increases.,A,high_school_macroeconomics_processed.csv
__________ is a shedding of the inner lining of the uterus.,(A) Menstruation,(B) Ovulation,(C) The luteal phase,(D) The follicular phase,A,human_sexuality_processed.csv
Frank (1967) made the claim that 'underdeveloped' societies were:,(A) insufficiently involved in the international capitalist economy,(B) reluctant to surrender their traditional ways of life,(C) economically dependent on the wealthy countries that exploited them,(D) the 'metropoles' to which 'satellite' countries were attached,C,sociology_processed.csv
"Numerous factor-analytic studies have been performed on tests of motor function (e.g., Purdue Pegboard). In general, these studies have revealed that","(A) two factors, speed and strength, account for most of the common variance",(B) most motor functions are well represented by intelligence,(C) most motor functions correlate highly and form 2 single factor,(D) most motor functions are highly specific,D,professional_psychology_processed.csv
"Federal election laws require that, in","(A) an area that has a substantial community of non-English speakers, voters be provided with ballots in their native language","(B) an electoral district that has historically low voter turnout, polling places be open for longer than the typical work day","(C) a state with a budget deficit, a tax be collected from each voter to pay for the cost of the election","(D) a region with racial diversity, congressional district lines be drawn to guarantee that at least one elected congressperson be of a racial minority",A,high_school_government_and_politics_processed.csv
Which one of the following is NOT an advantage of urban agriculture?,(A) Helping to solve the problem of solid waste disposal,(B) Fresh produce for sale to others,(C) Beautification of a dingy urban area,(D) Renewed or purified water supplies,D,high_school_geography_processed.csv
"How many parameters will be required to be estimated in total for all equations of a standard form, unrestricted, tri-variate VAR(4), ignoring the intercepts?",(A) 12,(B) 4,(C) 3,(D) 36,D,econometrics_processed.csv
"Ryan suffers from nearly constant, low-level arousal of his autonomic nervous system. Ryan is most likely to be classified as suffering from",(A) GAD.,(B) major depressive disorder.,(C) hypochondriasis.,(D) obsessive-compulsive personality disorder.,A,high_school_psychology_processed.csv
Including relevant lagged values of the dependent variable on the right hand side of a regression equation could lead to which one of the following?,(A) Biased but consistent coefficient estimates,(B) Biased and inconsistent coefficient estimates,(C) Unbiased but inconsistent coefficient estimates,(D) Unbiased and consistent but inefficient coefficient estimates.,A,econometrics_processed.csv
The tax multiplier increases in magnitude when,(A) the MPS increases.,(B) the spending multiplier falls.,(C) the MPC increases.,(D) government spending increases.,C,high_school_macroeconomics_processed.csv
"MRI is preferred over CT (computed tomography) in all of the following scenarios, EXCEPT:",(A) The detection of a small tumor,(B) The detection of a skull fracture,(C) The detection of acute cerebral infarct,(D) The detection of white matter abnormalities,B,professional_psychology_processed.csv
The social construction of childhood can be traced back to:,(A) the introduction of compulsory education,(B) increasingly emotional ties between parents and children,"(C) new consumer goods for children, such as clothes, toys and books",(D) all of the above,D,sociology_processed.csv
Who was the first American president to visit communist China?,(A) Richard Nixon,(B) George H. W. Bush,(C) Jimmy Carter,(D) Ronald Reagan,A,us_foreign_policy_processed.csv
"In the scientific community, women's capacity for multiple orgasms was originally discovered by:",(A) Kinsey,(B) Freud,(C) Masters and Johnson,(D) Kaplan,A,human_sexuality_processed.csv
World-affirming religions:,(A) embrace conventional cultural values but offer new means of achieving them,(B) react against the loss of any meaningful religious content in the teachings of churches,(C) adopt an attitude of mild disapproval towards mainstream social values,(D) reject both the goals and means of conventional society and provide utopian alternatives,A,sociology_processed.csv
If the CPI goes to 150 from 120 then prices have,(A) risen 20 percent.,(B) risen 25 percent.,(C) fallen 30 percent.,(D) risen 30 percent.,B,high_school_macroeconomics_processed.csv
"Every day Melanie spends her lunch money consuming apples, at $1 each, and oranges, at $2 each. At her current level of consumption, Melanie's marginal utility of apples is 12 and her marginal utility of oranges is 18. If she has already spent all of her lunch money, how should Melanie change her consumption decision to maximize utility?",(A) She should make no changes; she is consuming the utility maximizing combination of apples and oranges.,(B) She should increase her apple consumption and decrease her orange consumption until the marginal utility per dollar is equal for both.,(C) She should decrease her apple consumption and increase her orange consumption until the marginal utility per dollar is equal for both.,(D) She should increase her apple consumption and decrease her orange consumption until the marginal utility is equal for both.,B,high_school_microeconomics_processed.csv
How are US 'military moms' important to a critical reading of security?,(A) Mothers are not passive objects but the specific target of military recruiters who rely on their active engagement to fuel recruitment.,(B) Examining the role of 'military moms' reveals the extent of gendered strategizing that is required to raise and sustain a military force.,(C) All of these.,(D) Mothers are indispensable to the exercise of military power but often overlooked in traditional security analyses.,C,security_studies_processed.csv
What power was granted to the states by the Articles of Confederation but not by the Constitution?,(A) Coining money,(B) Authorizing constitutional amendments,(C) Having representation in Congress,(D) Appealing to the president to adjudicate disputes,A,high_school_government_and_politics_processed.csv
Which of the following actions can the president take without congressional approval?,(A) Grant reprieves and pardons,(B) Appoint Supreme Court justices,(C) Negotiate and ratify treaties,(D) Declare war,A,high_school_government_and_politics_processed.csv
What are the themes that make post-structuralism a different field of study and why is it criticized?,"(A) One of the founding assumptions of Critical Security Studies is that theories about the world constitute that world and thus that theory, including security theory, has political effects. The consequence is that theory is the product of the system, and that analyses of the agent of security and the referent object is produced by its own practices.","(B) Central to the political and critical nature of post-structural literature is the idea of fostering an ethos of democracy and an ethos of critique which is finite and attainable. It is to this end that we must strive, but one that can only be met under the conditions prescribed, that of true democracy.","(C) A central notion of critique is to provide an answer to the problem of what it means to be critical. This invariably raises the question of revealing the interest behind knowledge claims with the goal of social change, what is accepted as the end of theory: that the practical and contextual understandings inform to whom knowledge claims serve.","(D) Poststructuralism accepts the form and foundations for knowledge claims that dominate the security studies debate. This has brought it into confrontation with the critical studies community, having little to contribute to the understanding of the ways in which knowledge is constructed.",A,security_studies_processed.csv
Which of these statements cannot be applied to the initial development of peace studies?,"(A) Mathematicians and natural scientists entered the field, which was otherwise a social-sciences area of study, adding to the interdisciplinary nature of the field.","(B) Now of fundamental importance to peace studies as a field of research, the creation of journals was not a prominent feature of the peace studies until late in the twentieth century.",(C) Most early work was carried out in North America and Scandinavia.,(D) The establishment of research institutes across the world has been one of the lasting successes of peace studies.,B,security_studies_processed.csv
Which one of the following would be the most appropriate as a 95% (two-sided) confidence interval for the intercept term of the model given in question 21?,"(A) (-4.79,2.19)","(B) (-4.16,4.16)","(C) (-1.98,1.98)","(D) (-5.46,2.86)",D,econometrics_processed.csv
What is realism?,"(A) Realism is a set of approaches to Security Studies that focuses on states, and tries to determine which strategy a state should adopt to achieve security and other goals.",(B) Realism is the broad term that can be applied to any traditional approach to Security Studies.,(C) Realism is a set of approaches that encompasses any security threat that involves the military.,(D) Realism is defined by the belief that the behaviour of states constructs the international arena and that this behaviour is established through the internal environment of the state.,A,security_studies_processed.csv
"Which of the following criticisms of standard (""plain vanilla"") GARCH models can be overcome by EGARCH models?i) Estimated coefficient values from GARCH models may be negativeii) GARCH models cannot account for leverage effectsiii) The responsiveness of future volatility to positive and negative shocks is symmetric under a GARCH formulationiv) GARCH models cannot allow for a feedback from the volatility to the returns",(A) (ii) and (iv) only,(B) (i) and (iii) only,"(C) (i), (ii), and (iii) only","(D) (i), (ii), (iii), and (iv)",C,econometrics_processed.csv
Who argued that if an organization did not affect a public then there was no need for a practitioner to consider that public in its communications?,(A) Cutlip (2006),(B) Leitch and Neilson (2001),(C) Amaral and Phillips (2010),(D) Grunig and Hunt (1984),D,public_relations_processed.csv
"Which of the following statements is LEAST true of voters in federal, state, and local elections?",(A) Voter turnout is lower in midterm elections than it is in presidential elections.,(B) Voters lacking party affiliation tend to vote less regularly than those with strong party affiliation.,(C) Young adults are less likely to vote than senior citizens.,(D) Individuals are more likely to vote when they believe they know which candidate will win an election.,D,high_school_government_and_politics_processed.csv
"Danny and Sandy are coworkers. Sandy sees Danny in the break room and says ""Hey Stud! Nice buns! Wanna do it?"" This would be considered harrassment if:",(A) Sandy is Danny's supervisor,(B) Danny has previously told Sandy that he does not appreciate her advances,"(C) Danny responds with ""Sure baby your office or mine?""",(D) both A and B,D,human_sexuality_processed.csv
