Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer
139,15,spatial-relations,,antonym,2,The shop is north of Chao. Chao reaches the shop and exits on the other side.,Is the shop north of Chao?,No
26,5,quantitative-properties,,antonym,1,The truck full of staplers that belongs to Chao is bigger than that of Yan.,Does Chao have fewer staplers than Yan?,No
103,26,quantitative-properties,,antonym,2,The suitcase with toothpaste is small.,Is there a lot of toothpaste?,No
26,7,social-properties,7.0,antonym,1,"Yan told Chao a secret. Today, no one else knows the secret.",Is Chao untrustworthy?,No
550,82,agent-properties,138.0,antonym,2,Chao wants the wheel less than the truck.,Does Chao make more effort to get the wheel than to get the truck?,No
94,14,physical-interactions,,antonym,1,The wheel is moving towards Chao.,Is Chao throwing the wheel?,No
54,4,physical-relations,,antonym,1,The truck can completely hide the bed from view.,Is the truck smaller than the bed?,No
106,27,social-properties,27.0,antonym,1,Chao enjoys spending time with other people.,Is Chao introverted?,No
115,29,quantitative-properties,,antonym,2,Chao has an insufficient amount of toothpaste.,Is there enough toothpaste?,No
55,14,social-properties,14.0,antonym,2,Chao thinks having neighbors of a different culture is unpleasant.,Is Chao tolerant?,No
751,87,agent-properties,188.0,variable swap,1,Chao hates Ali more than Yan.,Does Chao make more effort to interact with Ali than with Yan?,No
479,80,agent-properties,120.0,antonym,1,Chao is more intent on getting the wheel than getting the truck.,Does Chao make less effort to get the wheel than to get the truck?,No
238,22,physical-relations,,antonym,1,The bed moves independent of the truck.,Is the truck connected to the bed?,No
270,52,agent-properties,68.0,antonym,2,"When presented with the choice between the wheel and the truck, Chao intentionally chose the wheel.",Does Chao ha no preference for the wheel over the truck?,No
23,6,social-interactions,6.0,antonym,2,Chao will be happy if Yan fails.,Is Chao cooperating with Yan?,No
70,16,quantitative-properties,,antonym,1,Chao has a sufficient number of staplers.,Are there not enough staplers?,No
67,17,material-properties,,material,2,The wheel is made of bronze.,Is the wheel fragile?,No
247,50,agent-properties,62.0,antonym,1,"Upon seeing Yan and Ali, Chao started walking towards Yan but not Ali.",Does Chao prefer Ali over Yan?,No
102,22,social-interactions,26.0,antonym,1,Chao is being considerate towards Yan.,Is Chao insulting Yan?,No
199,50,material-dynamics,50.0,material,2,Chao sees something that is gas.,Can Chao tap it?,No
114,29,quantitative-properties,,antonym,1,Chao has a sufficient amount of toothpaste.,Is there not enough toothpaste?,No
802,91,agent-properties,201.0,antonym,2,Chao wants either the wheel or the truck. The wheel costs more than the truck.,Does Chao choose the wheel over the truck?,No
134,34,quantitative-properties,,antonym,1,Toothpaste is added to the truck that initially contained the same amount of toothpaste and gel.,Is there less toothpaste than gel?,No
195,37,physical-interactions,,antonym,2,The speed of the wheel remains the same.,Is Chao throwing the wheel?,No
551,82,agent-properties,138.0,antonym,1,Chao wants the wheel more than the truck.,Does Chao make less effort to get the wheel than to get the truck?,No
838,94,agent-properties,210.0,antonym,2,Chao likes Yan less than Ali.,Does Chao choose Yan over Ali?,No
170,23,spatial-relations,,antonym,1,The wheel is to the right of Chao. Chao turns right.,Is the wheel behind Chao?,No
254,26,physical-relations,,antonym,1,The truck is below the bed.,Is the truck on the bed?,No
210,19,social-relations,53.0,antonym,1,Chao is at the same career stage as Yan.,Is Chao Yan's boss?,No
499,44,social-relations,125.0,active-passive,2,Chao was raised by Yan.,Is Chao Yan's parent?,No
31,8,social-interactions,8.0,antonym,2,Chao will be successful if Chao and Yan run into each other.,Is Chao evading Yan?,No
830,93,agent-properties,208.0,variable swap,2,Chao likes both the truck and the wheel. Getting the truck takes less time than getting the wheel.,Does Chao choose the wheel over the truck?,No
475,37,social-relations,119.0,other,2,Chao splits rent with Yan.,Is Chao Yan's landlord?,No
139,37,agent-properties,35.0,antonym,1,Yan successfully lied to Chao that the wheel was moved to the shop.,Does Chao doubt that the wheel is in the shop?,No
47,11,social-relations,12.0,variable swap,2,Yan gives orders to Chao.,Is Chao Yan's boss?,No
411,103,material-dynamics,103.0,material,2,Chao sees something that is liquid.,Can it flap?,No
75,19,social-properties,19.0,other,2,Maria spent the whole conversation talking about her friend's successes.,Is Maria boastful?,No
139,24,physical-interactions,,antonym,2,The wheel is being repaired.,Is Chao breaking the wheel?,No
46,11,social-interactions,12.0,variable swap,1,Chao is showing Yan how to ski.,Is Yan teaching Chao?,No
595,46,social-relations,149.0,antonym,2,Chao makes decisions less often than Yan.,Is Yan Chao's child?,No
315,63,agent-properties,79.0,antonym,1,Chao is deliberately moving toward Yan.,Does Chao not intend to interact with Yan?,No
659,85,agent-properties,165.0,antonym,1,Chao is less hesitant to meet with Yan than with Ali.,Does Chao make less effort to interact with Yan than with Ali?,No
15,4,agent-properties,4.0,antonym,1,The wheel is in front of Chao.,Does Chao not see the wheel?,No
523,44,social-relations,131.0,active-passive,2,Chao was raised by Yan.,Is Yan Chao's child?,No
143,36,quantitative-properties,,antonym,2,Nobody has less toothpaste than Chao.,Does Chao have the most toothpate?,No
83,4,physical-relations,,variable swap,2,The bed can completely hide the truck from view.,Is the bed smaller than the truck?,No
350,72,agent-properties,88.0,negation,2,Chao doesn't want the wheel.,Does Chao make an effort to get the wheel?,No
2,1,social-relations,1.0,negation,1,Chao knows Yan.,Are Chao and Yan strangers?,No
610,83,agent-properties,153.0,antonym,2,Chao hates the wheel more than the truck.,Does Chao make less effort to get the truck than to get the wheel?,No
63,16,social-properties,16.0,negation,2,Chao doesn't talk about past accomplishments.,Is Chao boastful?,No
43,3,physical-relations,,antonym,2,The truck occupies less space than the bed.,Is the bed smaller than the truck?,No
14,4,social-properties,4.0,other,1,Chao gave Yan a gift.,Is Chao hostile?,No
295,27,physical-relations,,variable swap,2,The bed is lower down compared to the truck.,Is the truck under the bed?,No
290,31,social-relations,73.0,antonym,1,Chao assigns homework to Yan.,Is Chao Yan's student?,No
275,53,agent-properties,69.0,antonym,1,"When presented with the choice between the wheel and the truck, Chao flipped a coin and then chose the wheel.",Does Chao prefer the wheel over the truck?,No
150,38,quantitative-properties,,antonym,1,Nobody has more staplers than Chao.,Does Chao have the fewest staplers?,No
102,26,material-dynamics,26.0,material,1,Chao sees something that is granular.,Can Chao wrinkle it?,No
27,7,social-properties,7.0,antonym,2,"Yan told Chao a secret. Today, everyone knows the secret.",Is Chao trustworthy?,No
79,21,agent-properties,20.0,other,1,Chao's foot is touching the wheel.,Does Chao not feel the wheel?,No
46,12,material-properties,,antonym,1,The wheel looks shiny.,Is the surface of the wheel matte?,No
22,6,physical-dynamics,,antonym,1,The wheel is losing altitude.,Is the wheel floating?,No
454,114,material-dynamics,114.0,material,1,Chao sees something that is rigid.,Can it droop?,No
20,3,spatial-relations,,antonym,2,The wheel is in front of Chao. Chao turns left.,Is the wheel to the right of Chao?,Yes
28,7,social-relations,7.0,antonym,2,Chao wants to work against Yan.,Is Chao Yan's enemy?,Yes
248,50,agent-properties,62.0,antonym,2,"Upon seeing Yan and Ali, Chao started walking away from Yan but not Ali.",Does Chao prefer Ali over Yan?,Yes
53,14,social-properties,14.0,antonym,1,Chao thinks having neighbors of a different culture is pleasant.,Is Chao tolerant?,Yes
21,7,agent-properties,6.0,antonym,1,The airplane is making sounds. The airplane is within earshot of Chao.,Does Chao hear the airplane?,Yes
8,2,material-dynamics,2.0,material,2,Chao sees the water.,Can Chao pour it?,Yes
49,13,social-properties,13.0,antonym,1,Chao thinks having neighbors of a different religion is pleasant.,Is Chao tolerant?,Yes
64,6,physical-interactions,,antonym,2,The magnet is moving away from the screwdriver.,Is the screwdriver repelling the magnet?,Yes
21,6,material-properties,,material,1,The wheel is made of flannel.,Is the wheel soft?,Yes
84,21,material-properties,,material,2,Chao threw the wheel against the wall. The wheel hit the wall and remained by the wall.,Is the wheel not bouncy?,Yes
16,4,material-dynamics,4.0,material,2,Chao sees the water.,Can Chao stir it?,Yes
260,26,physical-relations,,variable swap,2,The bed is below the truck.,Is the truck on the bed?,Yes
581,82,agent-properties,146.0,variable swap,1,Chao wants the truck less than the wheel.,Does Chao make less effort to get the truck than to get the wheel?,Yes
213,20,social-relations,54.0,other,1,Chao works alongside Yan.,Is Chao Yan's colleague?,Yes
485,80,agent-properties,122.0,variable swap,1,Chao is less intent on getting the truck than getting the wheel.,Does Chao make more effort to get the wheel than to get the truck?,Yes
120,26,social-interactions,30.0,antonym,2,Chao makes hurtful comments about Yan.,Is Chao insulting Yan?,Yes
521,81,agent-properties,131.0,variable swap,1,Chao is more hesitant to get the truck than to get the wheel.,Does Chao make more effort to get the wheel than to get the truck?,Yes
92,23,social-properties,23.0,antonym,2,Chao often follows instructions.,Is Chao submissive?,Yes
368,76,agent-properties,92.0,antonym,2,Chao has decided against speaking to Yan.,Does Chao make no effort to interact with Yan?,Yes
577,46,social-relations,145.0,variable swap,1,Yan makes decisions less often than Chao.,Is Chao Yan's parent?,Yes
445,112,material-dynamics,112.0,material,1,Chao sees something that is fabric.,Can it droop?,Yes
380,33,social-relations,95.0,variable swap,2,Yan rents a duplex to Chao.,Is Yan Chao's landlord?,Yes
52,3,physical-interactions,,antonym,2,The wheel is moving up.,Is Chao lifting the wheel?,Yes
108,27,quantitative-properties,,antonym,2,Chao has none of the toothpaste.,Is there no toothpaste?,Yes
653,84,agent-properties,164.0,variable swap,1,Chao is less intent on meeting Ali than meeting Yan.,Does Chao make less effort to interact with Ali than with Yan?,Yes
613,47,social-relations,154.0,antonym,1,Chao is 35 years older than Yan.,Is Yan Chao's child?,Yes
809,91,agent-properties,203.0,variable swap,1,Chao wants either the truck or the wheel. The truck costs more than the wheel.,Does Chao choose the wheel over the truck?,Yes
344,32,social-relations,86.0,variable swap,2,Yan's alumni spoke with Chao.,Is Yan Chao's teacher?,Yes
296,58,agent-properties,74.0,other,2,Chao is turning away from the wheel.,Does Chao not intend to get the wheel?,Yes
569,46,social-relations,143.0,antonym,1,Chao makes decisions more often than Yan.,Is Chao Yan's parent?,Yes
92,22,quantitative-properties,,number,2,Chao has no staplers.,Are there no staplers?,Yes
229,24,social-relations,58.0,other,1,Chao and Yan shake hands when they meet.,Is Chao Yan's friend?,Yes
885,98,agent-properties,222.0,antonym,1,Chao needs to see either Yan or Ali. It will take less time to see Yan than Ali.,Does Chao choose Yan over Ali?,Yes
217,43,physical-interactions,,antonym,1,The wheel and the nail will stay apart.,Is the wheel revolving around the nail?,Yes
9,3,physical-dynamics,,other,1,The wheel is moving forward on a surface. The surface is very flat.,Is the wheel rolling?,Yes
113,31,agent-properties,29.0,antonym,1,Chao is in the shop. Chao sees the wheel inside.,Does Chao believe that the wheel is in the shop?,Yes
80,16,social-interactions,20.0,antonym,2,Chao is providing Yan with useful information.,Is Chao helping Yan?,Yes
305,61,agent-properties,77.0,other,1,"In the store, Chao asks about the wheel.",Does Chao intend to get the wheel?,Yes
13,4,physical-dynamics,,antonym,1,The wheel is moving down.,Is the wheel falling?,Yes
17,5,social-properties,5.0,antonym,1,Chao is reliable.,Is Chao trustworthy?,Yes
201,19,physical-relations,,variable swap,1,"If Chao moves the bed, the truck will remain in its place.",Does the truck support the bed?,Yes
557,82,agent-properties,140.0,variable swap,1,Chao wants the truck less than the wheel.,Does Chao make more effort to get the wheel than to get the truck?,Yes
85,12,social-relations,22.0,variable swap,1,Yan is Chao's employee.,Is Chao Yan's boss?,Yes
473,79,agent-properties,119.0,variable swap,1,Chao hates playing pool more than playing football.,Does Chao make less effort to play pool than to play football?,Yes
81,22,agent-properties,21.0,other,1,The wheel is in Chao's hand.,Does Chao feel the wheel?,Yes
157,40,agent-properties,40.0,negation,1,Chao knows that the wheel is in the shop.,Does Chao believe that the wheel is in the shop?,Yes
1,1,agent-properties,1.0,negation,1,Chao is looking at the wheel.,Does Chao see the wheel?,Yes
560,140,material-dynamics,140.0,material,2,Chao sees the oxygen.,Can it disperse?,Yes
284,55,agent-properties,71.0,antonym,2,Chao has decided against getting the wheel.,Does Chao not intend to get the wheel?,Yes
645,84,agent-properties,162.0,antonym,1,Chao is more intent on meeting Yan than meeting Ali.,Does Chao make less effort to interact with Ali than with Yan?,Yes
280,54,agent-properties,70.0,antonym,2,Chao decides against playing football.,Does Chao not intend to play football?,Yes
245,50,agent-properties,62.0,antonym,1,"Upon seeing Yan and Ali, Chao started walking towards Yan but not Ali.",Does Chao prefer Yan over Ali?,Yes
121,31,quantitative-properties,,antonym,1,There are equal quantities of toothpaste and gel.,Is the amount of toothpaste and gel the same?,Yes
72,19,agent-properties,18.0,negation,2,Chao is not touching the wheel.,Does Chao not feel the wheel?,Yes
500,44,social-relations,125.0,active-passive,2,Chao was raised by Yan.,Is Chao Yan's child?,Yes
513,81,agent-properties,129.0,antonym,1,Chao is less hesitant to get the wheel than to get the truck.,Does Chao make more effort to get the wheel than to get the truck?,Yes
53,8,spatial-relations,,variable swap,1,The nail and the wheel are on the same surface. Then the nail is moved lower.,Is the wheel above the nail?,Yes
625,50,social-relations,157.0,other,1,Yan is 5 years older than Chao.,Is Chao Yan's sibling?,Yes
160,20,spatial-relations,,antonym,2,The shop is east of Chao. Chao reaches the shop and exits on the other side.,Is the shop west of Chao?,Yes
85,23,agent-properties,22.0,other,1,The airplane is in front of Chao. Chao's ears are covered.,Does Chao see the airplane?,Yes
736,87,agent-properties,184.0,variable swap,2,Chao hates Ali less than Yan.,Does Chao make less effort to interact with Yan than with Ali?,Yes
104,26,social-properties,26.0,antonym,2,Chao is hesitant to engage in social interactions.,Is Chao introverted?,Yes
97,9,physical-relations,,antonym,1,"If Chao moves the truck, the airplane will move too.",Does the truck contain the airplane?,Yes
321,31,social-relations,81.0,variable swap,1,Yan submits homework to Chao.,Is Yan Chao's student?,Yes
120,20,physical-interactions,,other,2,The wheel is moving away from the nail.,Is the nail pushing the wheel?,Yes
45,2,physical-interactions,,variable swap,1,The nail and the wheel are touching. The nail is much colder than the wheel.,Is the nail cooling the wheel?,Yes
492,42,social-relations,123.0,other,2,Chao went to school with Yan.,Is Chao Yan's sibling?,Yes
768,88,agent-properties,192.0,antonym,2,Chao enjoys playing football less than playing pool.,Does Chao choose pool over football?,Yes
509,80,agent-properties,128.0,variable swap,1,Chao is less intent on getting the truck than getting the wheel.,Does Chao make less effort to get the truck than to get the wheel?,Yes
136,30,social-interactions,34.0,antonym,2,Chao is making Yan feel better.,Is Chao comforting Yan?,Yes
696,86,agent-properties,174.0,antonym,2,Chao likes Yan less than Ali.,Does Chao make less effort to interact with Yan than with Ali?,Yes
245,28,social-relations,62.0,antonym,1,Chao and Yan never spend time together.,Are Chao and Yan strangers?,Yes
313,27,physical-relations,,antonym,1,The truck is lower down compared to the bed.,Is the bed on the truck?,Yes
808,91,agent-properties,202.0,variable swap,2,Chao wants either the truck or the wheel. The truck costs less than the wheel.,Does Chao choose the truck over the wheel?,Yes
292,31,social-relations,73.0,antonym,2,Chao submits homework to Yan.,Is Chao Yan's student?,Yes
49,11,social-interactions,13.0,variable swap,1,Chao is showing Yan how to ski.,Is Yan learning from Chao?,Yes
401,101,material-dynamics,101.0,material,1,Chao sees something that is granular.,Can it disperse?,Yes
60,16,agent-properties,15.0,other,2,The sandwich is in Chao's bag.,Does Chao not taste the sandwich?,Yes
49,3,physical-interactions,,antonym,1,The wheel is moving down.,Is Chao dropping the wheel?,Yes
81,11,physical-interactions,,antonym,1,Chao is on the ground but the truck is not.,Is Chao throwing the truck?,Yes
105,29,agent-properties,27.0,other,1,Chao is taking a picture of the wheel.,Does Chao see the wheel?,Yes
496,43,social-relations,124.0,other,2,Chao is 5 years older than Yan.,Is Chao Yan's sibling?,Yes
529,44,social-relations,133.0,variable swap,1,Yan was raised by Chao.,Is Yan Chao's child?,Yes
96,24,social-properties,24.0,other,2,"Chao has a large family. Each weekend, Chao's partner decides what the family should do for fun.",Is Chao submissive?,Yes
880,97,agent-properties,220.0,variable swap,2,Chao needs to see either Ali or Yan. Ali lives closer than Yan.,Does Chao choose Ali over Yan?,Yes
297,27,physical-relations,,variable swap,1,The bed is higher up compared to the truck.,Is the truck under the bed?,Yes
197,50,material-dynamics,50.0,material,1,Chao sees something that is rigid.,Can Chao tap it?,Yes
68,18,agent-properties,17.0,antonym,2,The sandwich is in Chao's mouth. Chao just had a very spicy dish.,Does Chao not taste the sandwich?,Yes
241,23,physical-relations,,antonym,1,"If Chao picks up the cooler, the wheel will remain in its place.",Is the cooler touching the wheel?,Yes
584,46,social-relations,146.0,antonym,2,Chao makes decisions less often than Yan.,Is Yan Chao's parent?,Yes
208,19,physical-relations,,antonym,2,"If Chao moves the truck, the bed will remain in its place.",Does the bed support the truck?,Yes
12,2,quantitative-properties,,variable swap,2,There are many keychains relative to staplers.,Are there fewer staplers than keychains?,Yes
565,45,social-relations,142.0,variable swap,1,Yan obeys Chao.,Is Yan Chao's child?,Yes
116,25,social-interactions,29.0,antonym,2,Chao remarks that Yan is ugly.,Is Chao insulting Yan?,Yes
624,84,agent-properties,156.0,antonym,2,Chao is less intent on meeting Yan than meeting Ali.,Does Chao make less effort to interact with Yan than with Ali?,Yes
121,11,spatial-relations,,antonym,1,The nail is south of the wheel.,Is the wheel north of the nail?,Yes
397,34,social-relations,100.0,antonym,1,Chao collects rent from Yan.,Is Chao Yan's landlord?,Yes
29,8,social-properties,8.0,antonym,1,Chao is good at completing important tasks.,Is Chao trustworthy?,Yes
21,6,social-interactions,6.0,antonym,1,Chao will be happy if Yan succeeds.,Is Chao cooperating with Yan?,Yes
161,29,physical-interactions,,other,1,Chao's foot is touching the wheel.,Is Chao kicking the wheel?,Yes
732,87,agent-properties,183.0,antonym,2,Chao hates Yan more than Ali.,Does Chao make less effort to interact with Yan than with Ali?,Yes
828,93,agent-properties,207.0,antonym,2,Chao likes both the wheel and the truck. Getting the wheel takes more time than getting the truck.,Does Chao choose the truck over the wheel?,Yes
260,51,agent-properties,65.0,antonym,2,Chao decided to avoid Yan but not Ali.,Does Chao prefer Ali over Yan?,Yes
108,29,agent-properties,27.0,other,2,Chao is sitting on top of the wheel.,Does Chao feel the wheel?,Yes
17,5,social-relations,5.0,antonym,1,Chao likes Yan.,Is Chao Yan's friend?,Yes
744,87,agent-properties,186.0,antonym,2,Chao hates Yan more than Ali.,Does Chao make more effort to interact with Ali than with Yan?,Yes
172,43,agent-properties,43.0,game,2,"When choosing between playing football and playing pool, Chao decides against playing football.",Does Chao prefer pool over football?,Yes
141,26,physical-interactions,,antonym,1,Chao is repeatedly throwing the wheel.,Is Chao breaking the wheel?,Yes
69,18,social-properties,18.0,other,1,Ali spent the whole conversation talking about his successes.,Is Ali boastful?,Yes
44,11,social-properties,11.0,negation,2,Chao is prejudiced against differences in background and belief.,Is Chao bigoted?,Yes
640,84,agent-properties,160.0,variable swap,2,Chao is more intent on meeting Ali than meeting Yan.,Does Chao make more effort to interact with Ali than with Yan?,Yes
405,34,social-relations,102.0,variable swap,1,Yan pays rent to Chao.,Is Chao Yan's landlord?,Yes
17,5,material-properties,,antonym,1,Chao squeezed the wheel. It changed its shape.,Is the wheel soft?,Yes
153,19,spatial-relations,,antonym,1,The shop is east of Chao. Chao turns around.,Is the shop east of Chao?,Yes
149,14,social-relations,38.0,antonym,1,Chao has a lot of power over Yan.,Is Chao Yan's boss?,Yes
609,83,agent-properties,153.0,antonym,1,Chao hates the wheel less than the truck.,Does Chao make less effort to get the truck than to get the wheel?,Yes
73,17,quantitative-properties,,antonym,1,Chao does not need more staplers.,Are there enough staplers?,Yes
237,60,material-dynamics,60.0,material,1,Chao sees something that is non-rigid.,Can Chao tap it?,Yes
153,39,agent-properties,39.0,other,1,Chao sees that the wheel is in the shop.,Does Chao believe that the wheel is in the shop?,Yes
41,7,spatial-relations,,antonym,1,The baseball bounced off the wheel from below.,Is the wheel above the baseball?,Yes
20,5,physical-dynamics,,antonym,2,The wheel is getting closer to the sky.,Is the wheel rising?,Yes
28,7,physical-dynamics,,antonym,2,The wheel is staying on the surface.,Is the wheel floating?,Yes
604,83,agent-properties,151.0,variable swap,2,Chao hates the truck less than the wheel.,Does Chao make more effort to get the truck than to get the wheel?,Yes
88,12,physical-interactions,,antonym,2,The truck is larger than Chao.,Is Chao climbing on the truck?,Yes
176,15,physical-relations,,antonym,2,"If Chao moves the truck, the airplane will remain in its place.",Is the truck outside the airplane?,Yes
157,14,social-relations,40.0,variable swap,1,Yan has little power over Chao.,Is Chao Yan's boss?,Yes
80,20,social-properties,20.0,other,2,Chao spent the whole conversation talking about their friend's successes.,Is Chao humble?,Yes
24,3,physical-relations,,variable swap,2,The bed occupies more space than the truck.,Is the truck smaller than the bed?,Yes
185,18,physical-relations,,antonym,1,"If Chao moves the truck, the bed will remain in its place.",Is the truck supported by the bed?,Yes
65,7,physical-interactions,,antonym,1,The nail will collide with the magnet.,Is the magnet attracting the nail?,Yes
212,41,physical-interactions,,antonym,2,Chao is farther from the floor compared to when Chao was standing on the ground.,Is Chao standing on the wheel?,Yes
33,9,social-properties,9.0,antonym,1,Chao usually keeps promises.,Is Chao trustworthy?,Yes
137,35,quantitative-properties,,antonym,1,Chao has the greatest amount of toothpaste.,Does Chao have the most toothpate?,Yes
120,30,material-dynamics,30.0,material,2,Chao sees something that is fabric.,Can Chao hang it?,Yes
308,31,social-relations,77.0,variable swap,2,Yan assigns homework to Chao.,Is Yan Chao's teacher?,Yes
77,20,material-dynamics,20.0,material,1,Chao sees something that is non-rigid.,Can Chao squeeze it?,Yes
132,33,quantitative-properties,,antonym,2,The amount of toothpaste is smaller than the amount of gel.,Is there less toothpaste than gel?,Yes
96,20,social-interactions,24.0,antonym,2,Chao is making Yan feel better.,Is Chao helping Yan?,Yes
77,16,social-interactions,20.0,antonym,1,Chao is providing Yan with misleading information.,Is Chao deceiving Yan?,Yes
157,20,spatial-relations,,antonym,1,The shop is west of Chao. Chao reaches the shop and exits on the other side.,Is the shop east of Chao?,Yes
1,1,material-dynamics,1.0,material,1,Chao sees something that is fabric.,Can Chao fold it?,Yes
125,28,social-interactions,32.0,antonym,1,"When interacting with Yan, Chao is being annoying.",Is Chao teasing Yan?,Yes
481,40,social-relations,121.0,other,1,Chao cooks for Yan.,Is Chao Yan's parent?,Yes
261,30,social-relations,66.0,variable swap,1,Yan learns from Chao.,Is Chao Yan's teacher?,Yes
157,28,physical-interactions,,antonym,1,"The wheel is moving, and the nail is not.",Is the wheel colliding with the nail?,Yes
304,31,social-relations,76.0,antonym,2,Chao submits homework to Yan.,Is Yan Chao's teacher?,Yes
37,10,social-relations,10.0,antonym,1,Chao wants to work together with Yan.,Are Chao and Yan friends?,Yes
8,2,social-interactions,2.0,antonym,2,Chao is obstructing Yan.,Is Chao hindering Yan?,Yes
328,32,social-relations,82.0,other,2,Chao's parents spoke with Yan.,Is Chao Yan's student?,Yes
116,13,social-relations,29.0,antonym,2,Chao receives salary from Yan.,Is Chao Yan's subordinate?,Yes
177,17,physical-relations,,antonym,1,The truck rests against the bed.,Is the truck supported by the bed?,Yes
104,9,physical-relations,,antonym,2,"If Chao moves the truck, the airplane will remain in its place.",Does the airplane contain the truck?,Yes
52,8,spatial-relations,,variable swap,2,The nail and the wheel are on the same surface. Then the nail is moved higher.,Is the wheel below the nail?,Yes
333,32,social-relations,84.0,variable swap,1,Yan's parents spoke with Chao.,Is Chao Yan's teacher?,Yes
181,34,physical-interactions,,antonym,1,The speed of the wheel changes.,Is Chao kicking the wheel?,Yes
133,30,social-interactions,34.0,antonym,1,Chao is making Yan feel worse.,Is Chao teasing Yan?,Yes
4,1,social-properties,1.0,antonym,2,Chao treats people coldly.,Is Chao hostile?,Yes
156,19,spatial-relations,,antonym,2,The shop is west of Chao. Chao turns around.,Is the shop west of Chao?,Yes
844,94,agent-properties,211.0,variable swap,2,Chao likes Ali more than Yan.,Does Chao choose Ali over Yan?,Yes
77,20,social-properties,20.0,other,1,Chao spent the whole conversation talking about their successes.,Is Chao boastful?,Yes
80,10,physical-interactions,,antonym,2,The truck is on the ground.,Is Chao climbing on the truck?,Yes
436,35,social-relations,109.0,antonym,2,Chao pays money to Yan.,Is Chao Yan's tenant?,Yes
13,4,social-relations,4.0,antonym,1,Chao enjoys spending time with Yan.,Are Chao and Yan friends?,Yes
145,13,social-relations,37.0,variable swap,1,Yan receives salary from Chao.,Is Yan Chao's subordinate?,Yes
297,59,agent-properties,75.0,antonym,1,Chao is deliberately moving toward the wheel.,Does Chao intend to get the wheel?,Yes
228,48,agent-properties,57.0,variable swap,2,"When presented with the truck and the wheel, Chao decided to get the truck but not the wheel.",Does Chao prefer the truck over the wheel?,Yes
44,7,spatial-relations,,antonym,2,The baseball bounced off the wheel from above.,Is the wheel below the baseball?,Yes
180,33,physical-interactions,,antonym,2,Chao is applying negligible force to the wheel.,Is Chao touching the wheel?,Yes
124,20,physical-interactions,,variable swap,2,The nail is exerting force upon the wheel.,Is the nail pushing the wheel?,Yes
552,138,material-dynamics,138.0,material,2,Chao sees the water.,Can it disperse?,Yes
9,3,social-properties,3.0,antonym,1,Chao enjoys meeting new people.,Is Chao friendly?,Yes
249,29,social-relations,63.0,other,1,Chao and Yan are exchanging business cards.,Are Chao and Yan strangers?,Yes
12,3,social-properties,3.0,antonym,2,Chao avoids meeting new people.,Is Chao hostile?,Yes
52,13,material-properties,,antonym,2,The surface of the wheel does not reflect sunlight.,Is the surface of the wheel matte?,Yes
25,7,social-interactions,7.0,antonym,1,Chao is avoiding Yan.,Is Chao evading Yan?,Yes
181,44,agent-properties,46.0,variable swap,1,Chao likes the truck less than the wheel.,Does Chao prefer the wheel over the truck?,Yes
160,40,agent-properties,40.0,negation,2,Chao knows that the wheel is not in the shop.,Does Chao imagine that the wheel is in the shop?,Yes
309,62,agent-properties,78.0,antonym,1,Chao has decided in favor of speaking to Yan.,Does Chao intend to interact with Yan?,Yes
349,32,social-relations,88.0,other,1,Chao's alumni spoke with Yan.,Is Yan Chao's student?,Yes
480,80,agent-properties,120.0,antonym,2,Chao is less intent on getting the wheel than getting the truck.,Does Chao make less effort to get the wheel than to get the truck?,Yes
304,27,physical-relations,,antonym,2,The truck is higher up compared to the bed.,Is the bed under the truck?,Yes
376,33,social-relations,94.0,antonym,2,Chao rents a duplex from Yan.,Is Yan Chao's landlord?,Yes
440,35,social-relations,110.0,variable swap,2,Yan collects money from Chao.,Is Chao Yan's tenant?,Yes
536,45,social-relations,134.0,antonym,2,Chao obeys Yan.,Is Chao Yan's child?,Yes
336,68,agent-properties,84.0,negation,2,Chao is not trying to win a game of football.,Does Chao make no effort to play football?,Yes
341,70,agent-properties,86.0,antonym,1,Chao has decided in favor of playing football.,Does Chao make an effort to play football?,Yes
33,5,spatial-relations,,variable swap,1,"The zoo is in front of Chao, and the shop is behind. Chao turns left.",Is the shop to the left of Chao?,Yes
225,19,physical-relations,,variable swap,1,"If Chao moves the bed, the truck will remain in its place.",Is the bed supported by the truck?,Yes
172,31,physical-interactions,,antonym,2,Chao is applying negligible force to the wheel.,Is Chao dropping the wheel?,Yes
636,84,agent-properties,159.0,antonym,2,Chao is less intent on meeting Yan than meeting Ali.,Does Chao make more effort to interact with Ali than with Yan?,Yes
77,4,physical-relations,,antonym,1,The truck can completely hide the bed from view.,Is the bed smaller than the truck?,Yes
5,2,social-interactions,2.0,antonym,1,Chao is assisting Yan.,Is Chao helping Yan?,Yes
364,75,agent-properties,91.0,antonym,2,Chao wants to avoid Yan.,Does Chao make no effort to interact with Yan?,Yes
197,38,physical-interactions,,negation,1,"In a moment, the wheel will not be in the same place.",Is Chao throwing the wheel?,Yes
56,14,material-properties,,material,2,The wheel is made of concrete.,Is the surface of the wheel matte?,Yes
45,13,agent-properties,12.0,antonym,1,The candle is in front of Chao. Chao's nose is uncovered.,Does Chao smell the candle?,Yes
32,9,agent-properties,8.0,antonym,2,The airplane is making sounds. The airplane is in front of Chao. Chao's ears are covered.,Does Chao not hear the airplane?,Yes
