Genre,Context,Question,Correct Answer
slate,'',"Premise: In 1984, Clinton picked up rock groupie Connie Hamzy when she was sunbathing in a bikini by a hotel pool. Hypothesis: Clinton wasn't afraid to show herself in public in the 80s.",1
telephone,'',"Premise: then there's that uh let's see i like the Lakers Milwaukee Atlanta Hawks i like them too Hypothesis: I like the Lakers, Milwaukee and Atlanta, basketball is my favorite sport.",1
travel,'',"Premise: Troyes is also a center for shopping, with two outlet centers selling both French and international designer-name fashions and home accessories. Hypothesis: One of the outlet centers in Troyes sells Prada fashions.",1
fiction,'',Premise: Czesiek had suitable experience in the matter. Hypothesis: Czesiek was experienced in sword fighting.,1
telephone,'',Premise: and uh you know once you start up at the top and try to get those dollars on down to the hands that need them you know there's a lot of places the money stops and disappears along the way Hypothesis: There needs to be a more transparent distribution of money.,1
government,'',"Premise: NHTSA concluded that while section 330 superseded the section 32902 criteria, it did not supersede the section 32902 mandate that there be CAFE standards for model year 1998. Hypothesis: NHTSA conducted a very in-depth review of section 330. ",1
travel,'',"Premise: Puri also has a beautiful beach, southwest of town, which is ideal for cooling off but those aren't sandcastles the Indians are making, they're miniature temples, for this is the Swarga Dwara (Heaven's Gateway), where the faithful wash away their sins. Hypothesis: More Indians than foreigners go to the beach at Puri.",1
slate,'',Premise: In the ancestral environment a man would be likely to have more offspring if he got his pick of the most fertile-seeming women. Hypothesis: Men who could show strength and cunning had their pick of fertile females.,1
telephone,'',Premise: yeah i was in Peru Peru but um i there weren't as i recall or at least i wasn't aware of that many Americans there except for a very heavy concentration of Peace Corps volunteers this was when the Peace Corps first are started and it was one of the big targets Hypothesis: I knew every American I came into contact with there.,1
telephone,'',Premise: much with whatever it's with the Black the Black problem or whatever that may be now Hypothesis: The Black issue arose hundreds of years ago.,1
telephone,'',Premise: other side that's a good idea Hypothesis: Only after we finish the first side.,1
slate,'',Premise: In our family we have two sons in public life. Hypothesis: Having Two sons in public puts strains on our family's privacy. ,1
government,'',Premise: made by the FCIC based on such comments are discussed in the preambles to the final rules. Hypothesis: The final rules are very complex and long. ,1
slate,'',"Premise: From here, many HIV researchers are putting their hopes on combining drug treatments with strategies that boost the immune system. Hypothesis: HIV researches believe HIV will be cured very soon. ",1
government,'',Premise: CHAPTER 6: HUMAN CAPITAL Hypothesis: Human capital includes the workforce.,1
government,'',"Premise: Although it is a significant part of the poverty population, Asians historically have not been able to participate in the services and programs available to the poor, he said. Hypothesis: Only 1% of Asians are poor.",1
fiction,'',"Premise: Our efforts having been in vain, we had abandoned the matter, hoping that it might turn up of itself one day.  Hypothesis: The problem was solved one day.",1
government,'',"Premise: And, could it not result in a decline in Postal Service volumes across--the--board? Hypothesis: There may not be a decline in Postal Service volumes across--the--board.",1
government,'',"Premise: 1 Lower and upper PMSD bounds were determined from the 10th and 90th percentile, respectively, of PMSD data from EPA's WET Interlaboratory Variability Study (USEPA, 2001a; USEPA, 2001b). Hypothesis: The data obtained from the EPA's WET Interlaboratory Variability Study was considered the most reliable and therefore used to establish the upper and lower PMSD bounds.",1
fiction,'',Premise: Endorphins were flowing. Hypothesis: I was very scared and my endorphins were flowing.,1
government,'',"Premise: In DOD's current acquisition environment, the customer is willing to trade time and money for the highest performing weapon system possible. Hypothesis: This is so they can blow the most shit up.",1
slate,'',"Premise: 1) Increased federal enforcement . Before Hoover's death, the FBI did not aggressively investigate the Mafia. Hypothesis: Increased federal enforcement is essential to curbing organized crime.",1
slate,'',"Premise: Conspiracy theorists  MasterCard is investing in a chip that can store electronic cash, your medical history, and keys to your home and office. Hypothesis: Conspiracy theorists have a lot of evidence that Mastercard wants to control all your data.",1
travel,'',"Premise: Just as in ancient times, without the River Nile, Egypt could not exist. Hypothesis: Many Egyptians take for granted how important the nile river is.",1
government,'',"Premise: We need to look at the implications that these differing roles have for a range of issues, such as SES core competencies, performance standards, recruitment sources, mobility, and training and development programs. Hypothesis: These differing roles may have disastrous implications on performance standards.",1
telephone,'',Premise: yeah they're still laying off like over in Fort Worth and a lot of other companies too just here and there Hypothesis: There has been a nationwide trend of people losing their jobs.,1
slate,'',Premise: Some bugs are hell to track down. Hypothesis: It takes hours to find some bugs.,1
government,'',Premise: A niche incumbent might provide delivery less frequently or to a subset of possible stops. Hypothesis: Deliveries consist almost entirely of fifty five gallon drums of turnip juice.,1
slate,'',"Premise: It lacked intelligence, introspection, and humor--it was crass, worthy of Cosmopolitan or Star . I do have a sense of humor, but can only appreciate a joke when it starts with a grain of truth. Hypothesis: The article was based on lies and was not funny.",1
slate,'',Premise: There is simply no historical precedent for a large empire calling it quits because it could not compete economically or technologically. Hypothesis: Greece will be the first empire to quit because it couldn't compete economically.,1
travel,'',Premise: Sometimes more than one denomination shares one church. Hypothesis: Denominations can make use of one church for the good of the community.,1
fiction,'',Premise: The Kal whistled and Vrenna's eyes sparkled when she saw Jon swing it. Hypothesis: Kal is whistling into Vrenna's face.,1
telephone,'',"Premise: you want to punch the button and go Hypothesis: You don't want to push the button lightly, but rather punch it hard.",1
slate,'',"Premise: You claw your way into a position to get your calls returned by actually breaking stories, but that reward is empty. Hypothesis: The stories were featured on the front page of the paper.",1
travel,'',"Premise: The Cooper Building forms the heart of L.A.'s Garment District, which is located southeast of central Downtown on Los Angeles Street. Hypothesis: The Cooper Building is scheduled for demolition next year.",1
slate,'',"Premise: But if you take it seriously, the anti-abortion position is definitive by definition. Hypothesis: Some people take the anti-abortion position very seriously.",1
slate,'',"Premise: I found Steven E. Landsburg's piece Pay Scales in Black and White extremely unconvincing. Hypothesis: I asked for my money back, after Landsburg's piece.",1
slate,'',Premise: This is arguably starting to distort the practice of science itself. Hypothesis: Scientific practice was changed by this method. ,1
government,'',"Premise: In fiscal year 2000, it reported estimated improper Medicare Fee-for-Service payments of $11. Hypothesis: Fee-for-Service payments are higher than other forms of payments.",1
telephone,'',Premise: oh  that's accommodating Hypothesis: That fits in my schedule.,1
government,'',"Premise: iii Program Letter 1998-1, published on February 12, 1998, called upon all LSC recipients to analyze any progress made toward the development of the legal services model envisioned by state planners. Hypothesis: LSC recipients are the only ones qualified to analyze such models.",1
government,'',"Premise: Even if auditors do not follow such other standards and methodologies, they may still serve as a useful source of guidance to auditors in planning their work under GAGAS. Hypothesis: GAGAS requires strict compliance for auditors to follow.",1
travel,'',"Premise: The Throne Room is one of a series of apartments built during the reign of Charles II, though it was originally designed as a guard room that screened entrants to the private chambers beyond. Hypothesis: The Throne Room is available for tours daily.",1
fiction,'',Premise: She would be almost certainly sent to you under an assumed one. Hypothesis: The man told the other man that she would be sent to him.,1
travel,'',"Premise: Typically assumed to be a high-roller card game, baccarat (bah-cah-rah) is similar to blackjack, though it's played with stricter rules, higher limits, and less player interaction. Hypothesis: Only players with a lot of money to spend play baccarat.",1
slate,'',"Premise: Kicked out of the house when she was only 16 (she was called Suzie in those days), Roy went to Delhi and then to architecture school, supporting herself by selling empty milk bottles (some say beer bottles). Hypothesis: Roy made $1 a day selling bottles.",1
slate,'',"Premise: In short, we all got tired of clever analyses of what might happen; and throughout economics there was a shift in focus away from theorizing, toward data collection and careful statistical analysis. Hypothesis: We all got tired of data collection and clever analyses of what might happen; economists need to change their style.",1
travel,'',"Premise: Whether you drink beer or alcohol or not, a trip to Dublin isn't complete without a visit to some of its pubs don't miss this experience. Hypothesis: Dublin's pubs are beautiful and evocative, worth a trip even if you don't drink",1
fiction,'',"Premise: Why, when I was your age, I already had....""  Dave wasn't listening any longer. Hypothesis: The conversation was one Dave had heard hundreds of times. ",1
travel,'',"Premise: Here you'll find the finest leather goods and of-the-moment fashions from all the predictable high-priests (Valentino, Armani, Versace, Gucci, Missoni, etc. ). A number of classic men's clothing meccas such as Cucci (with a C), Brioni, and Battistoni are still going strong. Hypothesis: The Gucci and Versace stores have been locked in fierce competition to capture the hearts and minds of our guests.",1
fiction,'',"Premise: No, John, I said, ""it isn't one of us.  Hypothesis: John didn't know if they were one of us.",1
travel,'',"Premise: As a basic guide, the symbols below have been used to indicate high-season rates in Hong Kong dollars, based on double occupancy, with bath or shower. Hypothesis: As you can see, the symbols are of dolphins and octopuses.",1
slate,'',Premise: and I'm not a Negro tonight! Hypothesis: I am white.,1
telephone,'',Premise: uh whether one might conceive  no pun intended of the possibility that there might be a kind of a deliberate uh um Hypothesis: You might think of the possibility of going to that event.,1
telephone,'',Premise: and so i have really enjoyed that but but there are i do have friends that watch programs like they want to see a particular program and they are either home watching it or definitely recording it they have some programs that they won't miss Hypothesis: Do you have any programs you watch with your friends?,1
government,'',"Premise: You wonder what youre going to be when you grow up, lawyer Smith said.  Hypothesis: You want to be a lawyer when you grow up.",1
travel,'',Premise: Its facilities include a swimming pool and a peaceful garden. Hypothesis: The indoor swimming pool is 25 meters long.,1
fiction,'',"Premise: But there is a cycle of confirmation; if prophecy indicates a thing will happen, it will happen--though not always as expected. Hypothesis: What is predicted by prophecy, though sometimes unexpected, is always enjoyable.",1
telephone,'',Premise: and and so you know like every other day or or so they have like movies for a dollar Sometimes they're even free i think uh they showed uh Chima Para Diso free Hypothesis: All movies at the theater are cheaper than five dollars.,1
government,'',"Premise: 5 percent for educational lay programs relating to law and justice, and other public service programs such as the High School Mock Trial Competition and numerous publications. Hypothesis: Educational lay programs deal with justice for minorities.",1
travel,'',Premise: It was here in 1952 that King Farouk signed his abdication before boarding his yacht for exile in Italy. Hypothesis: King Farouk was exiled because of the dangerous condition in Egypt at the time.,1
travel,'',"Premise: For the beginner ' and for most others, too ' Beaune is the place to buy. Hypothesis: Beaune is the best place to buy for artists of all levels.",1
telephone,'',Premise: yeah yeah yeah well because that's the way they they might seem outwardly but boy there's a lots going on in there Hypothesis: There is a lot of bad in the inside.,1
telephone,'',Premise: um i know that i had heard that uh McDonald's has gotten so much flack about sending their hot foods out in the Styrofoam that they are going to work on something Hypothesis: Styrofoam is not a safe thing to have near food.,1
fiction,'',"Premise: Four infinite minutes went by. Hypothesis: Those four minutes felt like infinity, due to the anticipation that everybody felt.",1
fiction,'',"Premise: Then I considered. Hypothesis: Then, I thought if I should accepted to go with him.",1
travel,'',Premise: The Lake District is not the place to come if you want lots of action into the early morning hours. Hypothesis: The Lake District isn't where to go when you want a lot of action because it closes down before midnight!,1
slate,'',"Premise: According to Jane Langmuir, director of the project, water and heat come together and create a totally new appliance. Hypothesis: Jane Langmuir was the one who conceived of this project.",1
telephone,'',"Premise: oh really i was um i was TDY at Bent Waters Hypothesis: I had work at Bent Waters, but only for a little while. ",1
travel,'',"Premise: A detailed English explanation of the plot is always provided, and wireless recorded commentary units are sometimes available. Hypothesis: A detailed plot, written in English, is always available and an audio commentary is sometimes available that's voiced by Morgan Freeman.",1
slate,'',"Premise: Simmons, probably rap's greatest entrepreneur, lives in New York; schmoozes bankers, fashion designers, and record executives; and cuts deals with conglomerates such as Time Warner. Hypothesis: Simmons is known for dating New York's most prominent fashion designers. ",1
fiction,'',Premise: And you are wrong in condemning it.  Hypothesis: Everybody does it; it's normal.,1
telephone,'',"Premise: and uh i'm originally from Virginia and uh and my memories of summer have always been that stifling humidity Hypothesis: I was born in Richmond, Virginia.",1
telephone,'',Premise: well i i'm doing computer science computer engineering Hypothesis: I switched my major last semester.,1
slate,'',"Premise: In the other bracket, the Broncos beat the New York Jets. Hypothesis: The Broncos are a better team. ",1
telephone,'',Premise: but you know they kids seem like when they get ten or twelve years old they fall out of that and and they don't follow it at all you know there're very few scouts go on and become Eagle Scouts and and i don't know what the high rank is for the gals but Hypothesis: The highest rank for Girl Scouts is Hawk Scout.,1
travel,'',"Premise:  The equipment you need for windsurfing can be hired from the beaches at Tel Aviv (marina), Netanya, Haifa (at Bat Galim beach), Tiberias, and Eilat. Hypothesis: Windsurfing equipment is available for hire in Tel Aviv all year round. ",1
fiction,'',"Premise: Even us if you needed,"" said Jon. Hypothesis: He secretly did not want to be asked for help.",1
travel,'',Premise: The experts point out that it is not age alone that determines a Chinese antique's value the dynasties of the past had their creative ups and downs. Hypothesis: The Qin Dynasty has the most expensive antiques for their unique style.,1
slate,'',Premise: Slate could have put someone with a reasonable grasp of elementary finance and a balanced viewpoint in charge of writing a tax piece. Hypothesis: Slate sometimes covers tax issues.,1
travel,'',Premise: The year of 1820 was a pivotal one in the story of the King?­dom of Hawaii. Hypothesis: Things have not been the same for Hawaii since 1820.,1
travel,'',"Premise: Although a mile long, its name is misleading because it is not one street but several different streets. Hypothesis: It is a mile long, each street spanning about a quarter of a mile.",1
fiction,'',"Premise: Yes, sir. Hypothesis: I will take care of that right away Sir. ",1
slate,'',"Premise: After shuttering the DOE, Clinton could depict himself as a crusader against waste and bureaucracy who succeeded where even Reagan failed. Hypothesis: Reagan had tried to shutter the DOE but was unable to.",1
travel,'',Premise: Scotland became little more than an English county. Hypothesis: Scotland was hardly better than an English county as England no longer allowed them an army.,1
government,'',"Premise: In particular, the model provides a useful framework for assessing the long-term implications of alternative budget policies through their effect on national saving. Hypothesis: The best budget policy is yet to be invented.",1
slate,'',"Premise: New York Times Book Review Editor Charles McGrath, a former deputy to William Shawn at the New Yorker , calls Lillian Ross' memoir about her affair with Shawn on occasion factually inaccurate or misleading and a betrayal of Shawn's high editorial principles. Hypothesis: McGrath simply wanted to help protect his friend. ",1
telephone,'',Premise: and the NIT semifinals are on tonight Hypothesis: The NIT semifinals take place in New York City tonight.,1
travel,'',"Premise: In 1099, under their leaders Godfrey de Bouillon and Tancred, the Crusaders captured the Holy City for Christendom by slaughtering both Muslims and Jews. Hypothesis: The Crusaders captured the Holy City and killed 100,000 Muslims.",1
travel,'',"Premise: Most large hotels will have a floorshow featuring music and dance, including a voluptuous belly-dancer, who will introduce the audience to the art of gyrating Egyptian style. Hypothesis: The audience's favorite feature of the floor shows is always the belly-dancer.",1
government,'',Premise:  Medicare gross outlay projections based on intermediate assumptions of the 2001 HI and SMI Trustees' reports. Hypothesis: Medicare costs are projected to rise.,1
slate,'',Premise: Linda Tripp was indicted for illegally taping telephone conversations with Monica Lewinsky. Hypothesis: Linda did not like Monica.,1
government,'',Premise: bGross national saving is held constant as a share of GDP at 18. Hypothesis: bGross national saving represents a national bank.,1
travel,'',"Premise: To reach any of the three Carbet falls, you must continue walking after the roads come to an end for 20 minutes, 30 minutes, or two hours respectively. Hypothesis: One route, that takes half an hour, passes through a treacherous ravine guarded by a pack of wolves and overlooked by vultures.",1
fiction,'',"Premise: Beginning with his unsuccessful reconnoitring at Bournemouth, he passed on to his return to London, the buying of the car, the growing anxieties of Tuppence, the call upon Sir James, and the sensational occurrences of the previous night. Hypothesis: He enjoyed being in London. ",1
telephone,'',Premise: but but it is peaceful i mean it is relaxing to do once you find the time to do it Hypothesis: The time it takes is not very much.,1
travel,'',"Premise: They capitalized on the natural resources by using the salt to cure fish, which they exported to their home country. Hypothesis: The use of salt on meats was revolutionary. ",1
government,'',"Premise: Auditors from another country engaged to conduct audits in their country should meet the professional qualifications to practice under that country's laws and regulations or other acceptable standards, such as those issued by the International Organization of Supreme Audit Institutions. Hypothesis: The majority of the world abides by a common auditing code.",1
slate,'',Premise: Then Shuman claims that Linux provides no graphical user interface. Hypothesis: They hated to admit it was a superior product.,1
slate,'',Premise: His off-the-cuff style seems amateurish next to Inglis' polished mini-essays. Hypothesis: He may look like an amateur but he had experience ,1
government,'',Premise: Beyond the Quantitative Cul-de- A Qualitative Perspective on Youth Employment Programs. Hypothesis: The paper says youth employment programs are helpful.,1
travel,'',Premise: All-inclusive units are in villas and a great house in tropical setting overlooking Caribbean. Hypothesis: The all-inclusive units are considered villas and each have a kitchen as well.,1
travel,'',"Premise: It is worth a visit, if only to see the theater itself. Hypothesis: The theater is on your left when you first walk inside.",1
slate,'',"Premise: I don't know all the answers, fella. Hypothesis: I'm not sure about anything.",1
fiction,'',Premise: That's why we tried to kill you. Hypothesis: That's one of the reasons we wanted to kill you.,1
fiction,'',Premise: Jon drew it out and stabbed again in the man's throat. Hypothesis: Jon wiped the blade after stabbing the man in the throat.,1
fiction,'',"Premise: There's one thing, he thought to himself, ""they can't go on shooting. Hypothesis: He thought that they could not keep shooting because they were very tired.",1
slate,'',Premise: The WP says that the Paula Jones trial judge has had an interesting prior run-in with Bill Clinton. Hypothesis: The judge threw the book at him.,1
slate,'',Premise: Blue says Blumenthal claimed Clinton had told him that Lewinsky had made unwanted sexual advances. Hypothesis: Clinton said that Monica Lewinsky made unwanted sexual advances during her time as a journalist in the White House. ,1
slate,'',"Premise: Since The Bell Curve was published, it has become clear that almost everything about it was inexcusably  suspect data, mistakes in statistical procedures that would have flunked a sophomore (Murray--Herrnstein is deceased--clearly does not understand what a correlation coefficient means), deliberate suppression of contrary evidence, you name it. Hypothesis: The Bell Curve authors made up some of their conclusions to bolster their hypothesis.",1
travel,'',"Premise: In Mumbai, both Juhu and Chowpatty beaches are, for instance, definitely a bad idea, and though the Marina beaches in Chennai are cleaner, there may be sharks. Hypothesis: The beaches are very dirty in Mumbai.",1
government,'',"Premise: facilitate suits for benefits by using the State and Federal courts and the independent bar on which those courts depend for the proper performance of their duties and responsibilities. Hypothesis: Federal refers to national and state refers to local, duties and responsibilities may vary between Federal and State levels.",1
government,'',"Premise: The activities included in the Unified Agenda are, in general, those expected to have a regulatory action within the next 12 months, although agencies may include activities with an even longer time frame. Hypothesis: Most of the activities taken under the regulatory actions have been longer that 12 months.",1
telephone,'',Premise: i'd say they appraised it it's gone up you now maybe like five percent Hypothesis: It went up five percent because of the work we did on it. ,1
travel,'',"Premise: Along the eastern coastline are several fine beaches with perfect windsurfing conditions in their wide, shallow bays. Hypothesis: The shallow bays are great places for windsurfing, especially in the summer.",1
fiction,'',"Premise: It was like looking into a mirror, except infinitely more realistic. Hypothesis: Looking at my daughter was like looking in a mirror.",1
government,'',"Premise: For example, NIPA excludes capital transfers, like estate tax receipts, which are recorded as revenue in the unified budget, and investment grants-in-aid to state and local governments, which the unified budget records as outlays. Hypothesis: NIPA excludes capital transfers because it is a risky procedure.",1
slate,'',"Premise: These days, newspaper writers are no longer allowed the kind of license he took. Hypothesis: Newspaper writers need to be more factual and careful these days.",1
fiction,'',Premise: She's smiling but her eyes are closed. Hypothesis: Her eyes would not open but she is smiling.,1
slate,'',Premise: Another alternative is that our heroes were pursuing the noble goal of academics everywhere--tenure. Hypothesis: Academics are a good goal to strive for. ,1
travel,'',"Premise: Such multicolored reef dwellers as the parrotfish and French angelfish, along with weirdly shaped coral, crawfish, or turtles hiding in crevices, can be yours for the viewing in these clear waters where visibility of 30 m (100 ft) is common. Hypothesis: It's often hard to see turtles because they are so well-hidden.",1
fiction,'',"Premise: As he emerged, Boris remarked, glancing up at the clock: ""You are early. Hypothesis: Boris had just arrived at the rendezvous when he appeared.",1
fiction,'',"Premise: Most of it, I couldn't even begin to identify. Hypothesis: I didn't know what any of the food is.",1
fiction,'',"Premise: They keep romance and marriage apart  "" Tommy flushed. Hypothesis: Tommy said they don't mix romance and marriage and they have a good relationship.",1
telephone,'',Premise: yeah i think they get bogged down in a lot of small issues that people you know special interest groups can blow up Hypothesis: They have approximately 300 small issues to go through.,1
telephone,'',Premise: and uh it that takes so much time away from your kids Hypothesis: Takes you away from your kids because it is more important to you.,1
slate,'',"Premise: Reportedly the biggest payment made in such a case, it is hardly a nick in Texaco's annual revenue of more than $30 billion. Hypothesis: The biggest payment was a few million dollars.",1
travel,'',Premise: Station Jesus meets his mother. Hypothesis: Station Jesus may have been able to meet his mother.,1
telephone,'',"Premise: well that's uh i agree with you there i mean he didn't have the surrounding cast that Montana had there's no doubt about that Hypothesis: I agree that he didn't have the same support as Montana, but he did well.",1
travel,'',"Premise: Ramses II did not build it from stone but had it hewn into the cliffs of the Nile valley at a spot that stands only 7 km (4 miles) from the Sudan border, in the ancient land of Nubia. Hypothesis: Stone would have been too expensive to ship into the Nile Valley.  ",1
fiction,'',"Premise: What are you going to do about it?"" Tuppence frowned severely. Hypothesis: Tuppence wanted to know what the plan was?",1
government,'',"Premise: If you have any questions about this report, please contact Henry R. Wray, Senior Associate General Counsel, at (202) 512-8581. Hypothesis: Henry R. Wray will always be available to answer your calls and respond to any questions you may have.",1
government,'',"Premise: Indiana Legal Services (ILS) Executive Director Norman Metzger and Colleen Cotter, Director of the ILS Indiana Justice Center, were marvelous hosts. Hypothesis: Norman and Colleen did a great job hosting the fund raising dinner. ",1
travel,'',"Premise: If not the most beautiful, the chateau is certainly the most formidable in the Loire Valley, a real defensive fortress, its black ramparts still forbidding despite having had their towers decapitated on the orders of Henri III. Hypothesis: The beauty of the chateau can be attributed to the hard work that the designers had placed in its design.",1
telephone,'',Premise: i'm kind of familiar with the weather out that way in west Texas but not in not in Lewisville Hypothesis: Lewisville does not have a weather reporting station.  ,1
fiction,'',"Premise: 83 At that point, Poirot nudged me gently, indicating two men who were sitting together near the door.  Hypothesis: The two men looked mean.",1
telephone,'',Premise: yeah uh yeah absolutely and the credit union has nine percent interest so yeah so that's Hypothesis: High interest rates increase the debt of the average individual.,1
government,'',Premise: Challenges to Restore Public Confidence in Hypothesis: There will be town hall meetings held to address the public's concerns.,1
telephone,'',Premise: some of the professors i think imitate Big Bird Hypothesis: The professors like how cool Big Bird is.,1
travel,'',"Premise: An ancient Greek trading post, the town manages to combine the atmosphere of a resort with a gutsy, bustling city life. Hypothesis: Prior to becoming a Greek trading post the town was thought to have been a Macedonian fishing village.",1
fiction,'',"Premise: The thing started to grow brighter. Hypothesis: Despite growing brighter, it was difficult to make out what the thing was.",1
telephone,'',"Premise: well i think that's about all my pet stories right now so Hypothesis: My pets are up to many antics, and I'm happy I got to share these. ",1
telephone,'',Premise: yeah yeah if they do come up with a positive regardless of what uh what it was they detected uh we're required to go attend a uh a counseling session Hypothesis: We still have three more weeks of counseling left even if everything seems positive. ,1
travel,'',Premise: The party's broad aims were to support capitalist policies and to continue close ties with Britain and the rest of the Commonwealth. Hypothesis: The party sought to establish ties with the United States.,1
slate,'',"Premise: As for the divisive issue of whether the Mass is a sacrifice for the remission of sins, the statement affirms that Christ's death upon the cross ... Hypothesis: The statement has ended the controversy over whether the Mass is a sacrifice for the remission of sins.",1
slate,'',"Premise: Civil libertarians denounced it as an improper church-state partnership, a sectarian scheme to milk the taxpayer, and a feel-good diversion from the rest of the coalition's agenda. Hypothesis: The coalition's core agenda is to reduce government's role in daily life.",1
fiction,'',Premise: A spark of annoyance lit Lincoln's eyes; the smallest hint of Natalia's Russian fire. Hypothesis: Lincoln wanted to kill Natalia with his bare hands in that precise moment.,1
slate,'',"Premise: But they persevered, she said, firm and optimistic in their search, until they were finally allowed by a packed restaurant to eat their dinner off the floor. Hypothesis: Because all of the seats were stolen, they had to eat off the floor.",1
fiction,'',"Premise: Waldemar Szary, a food technician at the OSM 'Paziocha', was having a very bad day - the kind of a very bad day, which normally comes after one of those very good days. Hypothesis: Waldemar Szary has been a food technician for OSM Paziocha since she graduated from culinary school. ",1
fiction,'',Premise: Perhaps we should prepare a militia. Hypothesis: We should prepare a militia to fight off the demons.,1
travel,'',Premise: Look for the servant girl hurtled into hell for flirting with the devil. Hypothesis: The depiction of the servant girl being flung into hell is very graphic.,1
slate,'',"Premise: In the stock market, however, the damage can get much worse. Hypothesis: The damage to the stock market can get much worse when prices increase. ",1
telephone,'',Premise: that's really true a lot of it is um the color certain colors seem to be more acceptable Hypothesis: Blue is more acceptable.,1
government,'',"Premise: Good  Oklahoma now has a Public Guardianship Program, albeit unfunded, that will supply lawyers to perform this rights-monitoring process Hypothesis: Good Oklahoma's program needs $100,000 of funding that it hasn't received.",1
fiction,'',Premise: Very simply.  Hypothesis: Only a little explanation was needed.,1
government,'',"Premise: The technology used to capture and evaluate information in response to the RFP permits LSC to compile and assess key information about the delivery system at the program, state, regional, and national level. Hypothesis: The technology that evaluates information from the RFP allows the LSC to compile information about delivery systems, though not very well.",1
fiction,'',Premise: 'And I don't want to risk a fire fight with what appear to be horribly equal numbers.' Hypothesis: I don't want to fight when we both have 1000 people.,1
telephone,'',"Premise: um we tried that but we really weren't happy with it so he does that all himself now Hypothesis: We tried valiantly, but because one of us wasn't happy with it, he decided to do it all himself. ",1
government,'',"Premise: NHTSA noted that the only other possible interpretation of section 330 was to treat the phrase standards promulgated . . . prior to the enactment of this section as Hypothesis: NHTSA's note came out at the critical time, and helped avert a major crisis.",1
slate,'',Premise: She buried his remains to spare her mother the gruesome sight. Hypothesis: The remains would have caused grief to her mother.,1
government,'',Premise: Such a knowledgebased process enables decision makers to be reasonably certain about critical facets of the product under development when they need this knowledge. Hypothesis: They wanted to share what they have already researched.,1
slate,'',Premise: The National Football League semifinals are set. Hypothesis: They were unable to disclose when the dates would be set.,1
government,'',"Premise: The case law is a whole body unto itself. Hypothesis: The case law is a whole body unto itself, because it perplexes some people. ",1
fiction,'',"Premise: 'Dave Hanson, to whom nothing was impossible.' Well, we have a nearly impossible task: a task of engineering and building. Hypothesis: This building job is almost impossible, even for an experienced engineer.",1
telephone,'',Premise: uh well i figured if i had it done in the garage at the Toyota dealer i would be looking at probably three or four hundred dollars Hypothesis: The cost at the dealer's garage is twice as much as what I paid.,1
travel,'',Premise: Hearty Sabbath meals. Hypothesis: Hearty meals will only be offered to Buddhists ,1
government,'',Premise: Both initial and supplemental proposed rule publications invited comments on the information collection requirements imposed by the rule. Hypothesis: Every comment is thoughtfully read and considered.,1
slate,'',"Premise: After three days of using the gel, my mouth has returned to its familiar self. Hypothesis: They had just undergone oral surgery. ",1
travel,'',Premise: Puppet Shows. Hypothesis: Free puppet shows,1
government,'',"Premise: As previously noted, we published new independence standards dealing with non-audit/consulting services when the AICPA failed to act. Hypothesis: The AICPA failed to act and we were forced to intervene.",1
travel,'',"Premise: In the summer, the Sultan's Pool, a vast outdoor amphitheatre, stages rock concerts or other big-name events. Hypothesis: Most rock concerts take place in the Sultan's Pool amphitheatre.",1
travel,'',"Premise: The great attraction of the church is the splendid exterior, which is crowned by golden onion-shaped cupolas. Hypothesis: The interior of the church, while still lovely, is much plainer.",1
fiction,'',"Premise: Long ago--or away, or whatever--there was a world called Thar?? and another called Erath. Hypothesis: Thar and Erath were not the only worlds in existence then.",1
slate,'',"Premise: Sue me, Royko wrote. Hypothesis: Royko was over their crap. ",1
government,'',"Premise: More detailed implementation plans also will be necessary to address business system, processes, and resource issues. Hypothesis: Plans are complex ",1
slate,'',Premise: Candidates must submit a set of fingerprints for review by the FBI. Hypothesis: Candidates must submit a set of fingerprints for review by the FBI for security clearance.,1
fiction,'',"Premise: Have you got him?"" Hypothesis: Did you catch him redhanded?",1
slate,'',"Premise: If anyone has a good idea about how to bring back the opinion leaders of yore, I am all for it. Hypothesis: No one has any good ideas.",1
telephone,'',Premise: uh wasn't that Jane Eyre no he wrote Jane Eyre too Hypothesis: It was in the third chapter of Jane Eyre.,1
fiction,'',Premise: Adrin heard of a young king in the south who fought against slavers and had an ivory skinned raven-haired swordswoman at his side. Hypothesis: Adrin was disgusted at the thought of the young king.,1
fiction,'',Premise: There are no means of destroying it; and he dare not keep it.  Hypothesis: He will be in trouble if he keeps it.,1
telephone,'',Premise: yes i i always turn on the TV set and it seems like i catch that program in the last five minutes and Hypothesis: I wish I was able to see more of that program.,1
slate,'',Premise: His authoritarian rule has prevented the emergence of future leaders and the development of strong civic and political institutions. Hypothesis: His rule is out of the norm and troubling.,1
travel,'',"Premise: The village is tiny and a total contrast to the bustle of the Trenchtown ghetto in Kingston, where he lived as a recording superstar. Hypothesis: The village only had one famous person.",1
telephone,'',Premise: and uh it may be a Mexican pizza sometimes both together um along with and see it which is really funny too you know normally she goes straight for vegetables except when she's having French fries Hypothesis: French fries very popular in this country.,1
government,'',"Premise: After considering comments of the Postal Service and other participants, the Commission found the proposal problematical, and declined to pursue it. Hypothesis: It was suggested that part of the reasons for the Commission's decision were financially-motivated.",1
