Type,Digits,Context,Question,Correct Answer
Arithmetic,2_digit_addition,'',Is 12 plus 66 equal to 78?,Yes
Arithmetic,2_digit_addition,'',Is 48 plus 10 equal to 58?,Yes
Arithmetic,2_digit_addition,'',Is 28 plus 84 equal to 112?,Yes
Arithmetic,2_digit_addition,'',Is 30 plus 53 equal to 83?,Yes
Arithmetic,2_digit_addition,'',Is 97 plus 80 equal to 177?,Yes
Arithmetic,2_digit_addition,'',Is 80 plus 11 equal to 91?,Yes
Arithmetic,2_digit_addition,'',Is 21 plus 30 equal to 51?,Yes
Arithmetic,2_digit_addition,'',Is 38 plus 37 equal to 75?,Yes
Arithmetic,2_digit_addition,'',Is 76 plus 88 equal to 164?,Yes
Arithmetic,2_digit_addition,'',Is 46 plus 20 equal to 66?,Yes
Arithmetic,2_digit_addition,'',Is 54 plus 13 equal to 67?,Yes
Arithmetic,2_digit_addition,'',Is 73 plus 51 equal to 124?,Yes
Arithmetic,2_digit_addition,'',Is 95 plus 41 equal to 136?,Yes
Arithmetic,2_digit_addition,'',Is 67 plus 77 equal to 144?,Yes
Arithmetic,2_digit_addition,'',Is 85 plus 29 equal to 114?,Yes
Arithmetic,2_digit_addition,'',Is 69 plus 92 equal to 161?,Yes
Arithmetic,2_digit_addition,'',Is 42 plus 47 equal to 89?,Yes
Arithmetic,2_digit_addition,'',Is 23 plus 63 equal to 86?,Yes
Arithmetic,2_digit_addition,'',Is 85 plus 95 equal to 180?,Yes
Arithmetic,2_digit_addition,'',Is 33 plus 12 equal to 45?,Yes
Arithmetic,2_digit_addition,'',Is 12 plus 85 equal to 97?,Yes
Arithmetic,2_digit_addition,'',Is 79 plus 42 equal to 121?,Yes
Arithmetic,2_digit_addition,'',Is 27 plus 77 equal to 104?,Yes
Arithmetic,2_digit_addition,'',Is 47 plus 75 equal to 122?,Yes
Arithmetic,2_digit_addition,'',Is 73 plus 67 equal to 140?,Yes
Arithmetic,2_digit_addition,'',Is 48 plus 96 equal to 144?,Yes
Arithmetic,2_digit_addition,'',Is 83 plus 61 equal to 144?,Yes
Arithmetic,2_digit_addition,'',Is 78 plus 64 equal to 142?,Yes
Arithmetic,2_digit_addition,'',Is 27 plus 74 equal to 101?,Yes
Arithmetic,2_digit_addition,'',Is 23 plus 32 equal to 55?,Yes
Arithmetic,2_digit_addition,'',Is 37 plus 35 equal to 72?,Yes
Arithmetic,2_digit_addition,'',Is 88 plus 44 equal to 132?,Yes
Arithmetic,2_digit_addition,'',Is 42 plus 71 equal to 113?,Yes
Arithmetic,2_digit_addition,'',Is 53 plus 76 equal to 129?,Yes
Arithmetic,2_digit_addition,'',Is 82 plus 17 equal to 99?,Yes
Arithmetic,2_digit_addition,'',Is 56 plus 85 equal to 141?,Yes
Arithmetic,2_digit_addition,'',Is 14 plus 89 equal to 103?,Yes
Arithmetic,2_digit_addition,'',Is 83 plus 38 equal to 121?,Yes
Arithmetic,2_digit_addition,'',Is 38 plus 57 equal to 95?,Yes
Arithmetic,2_digit_addition,'',Is 11 plus 53 equal to 64?,Yes
Arithmetic,2_digit_addition,'',Is 14 plus 74 equal to 88?,Yes
Arithmetic,2_digit_addition,'',Is 96 plus 78 equal to 174?,Yes
Arithmetic,2_digit_addition,'',Is 72 plus 42 equal to 114?,Yes
Arithmetic,2_digit_addition,'',Is 18 plus 31 equal to 49?,Yes
Arithmetic,2_digit_addition,'',Is 27 plus 48 equal to 75?,Yes
Arithmetic,2_digit_addition,'',Is 23 plus 47 equal to 70?,Yes
Arithmetic,2_digit_addition,'',Is 90 plus 66 equal to 156?,Yes
Arithmetic,2_digit_addition,'',Is 47 plus 73 equal to 120?,Yes
Arithmetic,2_digit_addition,'',Is 82 plus 81 equal to 163?,Yes
Arithmetic,2_digit_addition,'',Is 89 plus 25 equal to 114?,Yes
Arithmetic,2_digit_addition,'',Is 54 plus 42 equal to 96?,Yes
Arithmetic,2_digit_addition,'',Is 15 plus 11 equal to 26?,Yes
Arithmetic,2_digit_addition,'',Is 22 plus 98 equal to 120?,Yes
Arithmetic,2_digit_addition,'',Is 32 plus 87 equal to 119?,Yes
Arithmetic,2_digit_addition,'',Is 44 plus 82 equal to 126?,Yes
Arithmetic,2_digit_addition,'',Is 69 plus 17 equal to 86?,Yes
Arithmetic,2_digit_addition,'',Is 54 plus 37 equal to 91?,Yes
Arithmetic,2_digit_addition,'',Is 94 plus 65 equal to 159?,Yes
Arithmetic,2_digit_addition,'',Is 45 plus 63 equal to 108?,Yes
Arithmetic,2_digit_addition,'',Is 22 plus 62 equal to 84?,Yes
Arithmetic,2_digit_subtraction,'',Is 46 minus 55 equal to 82?,No
Arithmetic,2_digit_subtraction,'',Is 10 minus 10 equal to 1?,No
Arithmetic,2_digit_subtraction,'',Is 50 minus 39 equal to 15?,No
Arithmetic,2_digit_subtraction,'',Is 11 minus 50 equal to 196?,No
Arithmetic,2_digit_subtraction,'',Is 17 minus 34 equal to 270?,No
Arithmetic,2_digit_subtraction,'',Is 21 minus 35 equal to 797?,No
Arithmetic,2_digit_subtraction,'',Is 64 minus 52 equal to 35?,No
Arithmetic,2_digit_subtraction,'',Is 21 minus 31 equal to 924?,No
Arithmetic,2_digit_subtraction,'',Is 73 minus 48 equal to 88?,No
Arithmetic,2_digit_subtraction,'',Is 37 minus 47 equal to 774?,No
Arithmetic,2_digit_subtraction,'',Is 46 minus 52 equal to 38?,No
Arithmetic,2_digit_subtraction,'',Is 34 minus 41 equal to 36?,No
Arithmetic,2_digit_subtraction,'',Is 83 minus 10 equal to 48?,No
Arithmetic,2_digit_subtraction,'',Is 61 minus 40 equal to 33?,No
Arithmetic,2_digit_subtraction,'',Is 78 minus 24 equal to 20?,No
Arithmetic,2_digit_subtraction,'',Is 11 minus 27 equal to 867?,No
Arithmetic,2_digit_subtraction,'',Is 59 minus 19 equal to 10?,No
Arithmetic,2_digit_subtraction,'',Is 40 minus 81 equal to 105?,No
Arithmetic,2_digit_subtraction,'',Is 96 minus 25 equal to 86?,No
Arithmetic,2_digit_subtraction,'',Is 43 minus 19 equal to 90?,No
Arithmetic,2_digit_subtraction,'',Is 64 minus 25 equal to 67?,No
Arithmetic,2_digit_subtraction,'',Is 36 minus 40 equal to 53?,No
Arithmetic,2_digit_subtraction,'',Is 15 minus 34 equal to 405?,No
Arithmetic,2_digit_subtraction,'',Is 89 minus 15 equal to 45?,No
Arithmetic,2_digit_subtraction,'',Is 59 minus 25 equal to 80?,No
Arithmetic,2_digit_subtraction,'',Is 86 minus 62 equal to 94?,No
Arithmetic,2_digit_subtraction,'',Is 29 minus 14 equal to 14?,No
Arithmetic,2_digit_subtraction,'',Is 72 minus 97 equal to 549?,No
Arithmetic,2_digit_subtraction,'',Is 48 minus 62 equal to 948?,No
Arithmetic,2_digit_subtraction,'',Is 37 minus 10 equal to 17?,No
Arithmetic,2_digit_subtraction,'',Is 89 minus 60 equal to 95?,No
Arithmetic,2_digit_subtraction,'',Is 63 minus 70 equal to 74?,No
Arithmetic,2_digit_subtraction,'',Is 62 minus 36 equal to 77?,No
Arithmetic,2_digit_subtraction,'',Is 95 minus 80 equal to 45?,No
Arithmetic,2_digit_subtraction,'',Is 43 minus 31 equal to 66?,No
Arithmetic,2_digit_subtraction,'',Is 96 minus 74 equal to 20?,No
Arithmetic,2_digit_subtraction,'',Is 97 minus 36 equal to 28?,No
Arithmetic,2_digit_subtraction,'',Is 85 minus 69 equal to 93?,No
Arithmetic,2_digit_subtraction,'',Is 41 minus 45 equal to 94?,No
Arithmetic,2_digit_subtraction,'',Is 81 minus 21 equal to 82?,No
Arithmetic,2_digit_subtraction,'',Is 94 minus 23 equal to 52?,No
Arithmetic,2_digit_subtraction,'',Is 42 minus 44 equal to 28?,No
Arithmetic,2_digit_subtraction,'',Is 68 minus 56 equal to 41?,No
Arithmetic,2_digit_subtraction,'',Is 73 minus 67 equal to 8?,No
Arithmetic,2_digit_subtraction,'',Is 53 minus 54 equal to 42?,No
Arithmetic,2_digit_subtraction,'',Is 81 minus 36 equal to 74?,No
Arithmetic,2_digit_subtraction,'',Is 75 minus 91 equal to 994?,No
Arithmetic,2_digit_subtraction,'',Is 48 minus 30 equal to 94?,No
Arithmetic,2_digit_subtraction,'',Is 58 minus 40 equal to 84?,No
Arithmetic,2_digit_subtraction,'',Is 51 minus 29 equal to 91?,No
Arithmetic,2_digit_subtraction,'',Is 84 minus 14 equal to 59?,No
Arithmetic,2_digit_subtraction,'',Is 65 minus 90 equal to 842?,No
Arithmetic,2_digit_subtraction,'',Is 47 minus 97 equal to 158?,No
Arithmetic,2_digit_subtraction,'',Is 11 minus 89 equal to 658?,No
Arithmetic,2_digit_subtraction,'',Is 38 minus 43 equal to 49?,No
Arithmetic,2_digit_subtraction,'',Is 27 minus 13 equal to 93?,No
Arithmetic,2_digit_subtraction,'',Is 35 minus 43 equal to 47?,No
Arithmetic,2_digit_subtraction,'',Is 92 minus 28 equal to 71?,No
Arithmetic,2_digit_subtraction,'',Is 33 minus 76 equal to 487?,No
Arithmetic,2_digit_subtraction,'',Is 84 minus 48 equal to 57?,No
Arithmetic,2_digit_subtraction,'',Is 24 minus 46 equal to 850?,No
Arithmetic,2_digit_subtraction,'',Is 25 minus 73 equal to 731?,No
Arithmetic,2_digit_subtraction,'',Is 80 minus 85 equal to 12?,No
Arithmetic,2_digit_subtraction,'',Is 11 minus 96 equal to 594?,No
Arithmetic,2_digit_subtraction,'',Is 67 minus 82 equal to 879?,No
Arithmetic,2_digit_subtraction,'',Is 20 minus 51 equal to 906?,No
Arithmetic,2_digit_subtraction,'',Is 22 minus 77 equal to 540?,No
Arithmetic,2_digit_subtraction,'',Is 30 minus 63 equal to 999?,No
Arithmetic,2_digit_subtraction,'',Is 63 minus 80 equal to 278?,No
Arithmetic,2_digit_subtraction,'',Is 13 minus 60 equal to 594?,No
Arithmetic,2_digit_subtraction,'',Is 61 minus 84 equal to 616?,No
Arithmetic,2_digit_subtraction,'',Is 10 minus 81 equal to 998?,No
Arithmetic,2_digit_subtraction,'',Is 31 minus 54 equal to 904?,No
Arithmetic,2_digit_subtraction,'',Is 74 minus 32 equal to 18?,No
Arithmetic,2_digit_subtraction,'',Is 79 minus 74 equal to 3?,No
Arithmetic,2_digit_subtraction,'',Is 14 minus 16 equal to 33?,No
Arithmetic,2_digit_subtraction,'',Is 86 minus 95 equal to 28?,No
Arithmetic,2_digit_subtraction,'',Is 20 minus 34 equal to 331?,No
Arithmetic,2_digit_subtraction,'',Is 22 minus 55 equal to 993?,No
Arithmetic,2_digit_subtraction,'',Is 93 minus 42 equal to 84?,No
Arithmetic,2_digit_subtraction,'',Is 85 minus 61 equal to 97?,No
Arithmetic,2_digit_subtraction,'',Is 46 minus 30 equal to 88?,No
Arithmetic,2_digit_subtraction,'',Is 96 minus 78 equal to 83?,No
Arithmetic,2_digit_subtraction,'',Is 10 minus 68 equal to 362?,No
Arithmetic,2_digit_subtraction,'',Is 59 minus 45 equal to 83?,No
Arithmetic,2_digit_subtraction,'',Is 67 minus 63 equal to 9?,No
Arithmetic,2_digit_subtraction,'',Is 12 minus 31 equal to 145?,No
Arithmetic,2_digit_subtraction,'',Is 25 minus 14 equal to 34?,No
Arithmetic,2_digit_subtraction,'',Is 51 minus 67 equal to 309?,No
Arithmetic,2_digit_subtraction,'',Is 56 minus 99 equal to 866?,No
Arithmetic,2_digit_subtraction,'',Is 54 minus 93 equal to 148?,No
Arithmetic,2_digit_subtraction,'',Is 92 minus 76 equal to 86?,No
Arithmetic,2_digit_subtraction,'',Is 61 minus 61 equal to 5?,No
Arithmetic,2_digit_subtraction,'',Is 11 minus 72 equal to 552?,No
Arithmetic,2_digit_subtraction,'',Is 56 minus 65 equal to 34?,No
Arithmetic,2_digit_subtraction,'',Is 59 minus 76 equal to 510?,No
Arithmetic,2_digit_subtraction,'',Is 61 minus 33 equal to 85?,No
Arithmetic,2_digit_subtraction,'',Is 27 minus 40 equal to 802?,No
Arithmetic,2_digit_subtraction,'',Is 41 minus 10 equal to 95?,No
Arithmetic,2_digit_subtraction,'',Is 35 minus 56 equal to 147?,No
Arithmetic,2_digit_subtraction,'',Is 12 minus 47 equal to -35?,Yes
Arithmetic,2_digit_subtraction,'',Is 60 minus 50 equal to 10?,Yes
Arithmetic,2_digit_subtraction,'',Is 98 minus 48 equal to 50?,Yes
Arithmetic,2_digit_subtraction,'',Is 29 minus 67 equal to -38?,Yes
Arithmetic,2_digit_subtraction,'',Is 24 minus 46 equal to -22?,Yes
Arithmetic,2_digit_subtraction,'',Is 41 minus 84 equal to -43?,Yes
Arithmetic,2_digit_subtraction,'',Is 62 minus 99 equal to -37?,Yes
Arithmetic,2_digit_subtraction,'',Is 47 minus 78 equal to -31?,Yes
Arithmetic,2_digit_subtraction,'',Is 79 minus 11 equal to 68?,Yes
Arithmetic,2_digit_subtraction,'',Is 65 minus 49 equal to 16?,Yes
Arithmetic,2_digit_subtraction,'',Is 44 minus 20 equal to 24?,Yes
Arithmetic,2_digit_subtraction,'',Is 51 minus 19 equal to 32?,Yes
Arithmetic,2_digit_subtraction,'',Is 34 minus 28 equal to 6?,Yes
Arithmetic,2_digit_subtraction,'',Is 98 minus 77 equal to 21?,Yes
Arithmetic,2_digit_subtraction,'',Is 81 minus 36 equal to 45?,Yes
Arithmetic,2_digit_subtraction,'',Is 40 minus 81 equal to -41?,Yes
Arithmetic,2_digit_subtraction,'',Is 29 minus 93 equal to -64?,Yes
Arithmetic,2_digit_subtraction,'',Is 79 minus 67 equal to 12?,Yes
Arithmetic,2_digit_subtraction,'',Is 78 minus 42 equal to 36?,Yes
Arithmetic,2_digit_subtraction,'',Is 76 minus 37 equal to 39?,Yes
Arithmetic,2_digit_subtraction,'',Is 42 minus 39 equal to 3?,Yes
Arithmetic,2_digit_subtraction,'',Is 67 minus 88 equal to -21?,Yes
Arithmetic,2_digit_subtraction,'',Is 27 minus 44 equal to -17?,Yes
Arithmetic,2_digit_subtraction,'',Is 23 minus 99 equal to -76?,Yes
Arithmetic,2_digit_subtraction,'',Is 14 minus 57 equal to -43?,Yes
Arithmetic,2_digit_subtraction,'',Is 64 minus 16 equal to 48?,Yes
Arithmetic,2_digit_subtraction,'',Is 35 minus 13 equal to 22?,Yes
Arithmetic,2_digit_subtraction,'',Is 69 minus 74 equal to -5?,Yes
Arithmetic,2_digit_subtraction,'',Is 22 minus 66 equal to -44?,Yes
Arithmetic,2_digit_subtraction,'',Is 57 minus 84 equal to -27?,Yes
Arithmetic,2_digit_subtraction,'',Is 95 minus 99 equal to -4?,Yes
Arithmetic,2_digit_subtraction,'',Is 87 minus 39 equal to 48?,Yes
Arithmetic,2_digit_subtraction,'',Is 73 minus 24 equal to 49?,Yes
Arithmetic,2_digit_subtraction,'',Is 41 minus 29 equal to 12?,Yes
Arithmetic,2_digit_subtraction,'',Is 48 minus 12 equal to 36?,Yes
Arithmetic,2_digit_subtraction,'',Is 62 minus 19 equal to 43?,Yes
Arithmetic,2_digit_subtraction,'',Is 86 minus 38 equal to 48?,Yes
Arithmetic,2_digit_subtraction,'',Is 73 minus 48 equal to 25?,Yes
Arithmetic,2_digit_subtraction,'',Is 51 minus 91 equal to -40?,Yes
Arithmetic,2_digit_subtraction,'',Is 46 minus 22 equal to 24?,Yes
Arithmetic,2_digit_subtraction,'',Is 97 minus 24 equal to 73?,Yes
Arithmetic,2_digit_subtraction,'',Is 85 minus 81 equal to 4?,Yes
Arithmetic,2_digit_subtraction,'',Is 59 minus 61 equal to -2?,Yes
Arithmetic,2_digit_subtraction,'',Is 26 minus 10 equal to 16?,Yes
Arithmetic,2_digit_subtraction,'',Is 28 minus 26 equal to 2?,Yes
Arithmetic,2_digit_subtraction,'',Is 62 minus 92 equal to -30?,Yes
Arithmetic,2_digit_subtraction,'',Is 20 minus 33 equal to -13?,Yes
Arithmetic,2_digit_subtraction,'',Is 48 minus 66 equal to -18?,Yes
Arithmetic,2_digit_subtraction,'',Is 71 minus 28 equal to 43?,Yes
Arithmetic,2_digit_subtraction,'',Is 18 minus 51 equal to -33?,Yes
Arithmetic,2_digit_subtraction,'',Is 97 minus 66 equal to 31?,Yes
Arithmetic,2_digit_subtraction,'',Is 70 minus 50 equal to 20?,Yes
Arithmetic,2_digit_subtraction,'',Is 79 minus 69 equal to 10?,Yes
Arithmetic,2_digit_subtraction,'',Is 59 minus 99 equal to -40?,Yes
Arithmetic,2_digit_subtraction,'',Is 16 minus 17 equal to -1?,Yes
Arithmetic,2_digit_subtraction,'',Is 33 minus 71 equal to -38?,Yes
Arithmetic,2_digit_subtraction,'',Is 41 minus 55 equal to -14?,Yes
Arithmetic,2_digit_subtraction,'',Is 39 minus 91 equal to -52?,Yes
Arithmetic,2_digit_subtraction,'',Is 15 minus 31 equal to -16?,Yes
Arithmetic,2_digit_subtraction,'',Is 61 minus 41 equal to 20?,Yes
Arithmetic,2_digit_subtraction,'',Is 98 minus 42 equal to 56?,Yes
Arithmetic,2_digit_subtraction,'',Is 40 minus 80 equal to -40?,Yes
Arithmetic,2_digit_subtraction,'',Is 73 minus 41 equal to 32?,Yes
Arithmetic,2_digit_subtraction,'',Is 31 minus 51 equal to -20?,Yes
Arithmetic,2_digit_subtraction,'',Is 50 minus 39 equal to 11?,Yes
Arithmetic,2_digit_subtraction,'',Is 50 minus 50 equal to 0?,Yes
Arithmetic,2_digit_subtraction,'',Is 17 minus 99 equal to -82?,Yes
Arithmetic,2_digit_subtraction,'',Is 10 minus 27 equal to -17?,Yes
Arithmetic,2_digit_subtraction,'',Is 74 minus 82 equal to -8?,Yes
Arithmetic,2_digit_subtraction,'',Is 78 minus 38 equal to 40?,Yes
Arithmetic,2_digit_subtraction,'',Is 66 minus 78 equal to -12?,Yes
Arithmetic,2_digit_subtraction,'',Is 44 minus 63 equal to -19?,Yes
Arithmetic,2_digit_subtraction,'',Is 57 minus 98 equal to -41?,Yes
Arithmetic,2_digit_subtraction,'',Is 71 minus 81 equal to -10?,Yes
Arithmetic,2_digit_subtraction,'',Is 47 minus 38 equal to 9?,Yes
Arithmetic,2_digit_subtraction,'',Is 49 minus 86 equal to -37?,Yes
Arithmetic,2_digit_subtraction,'',Is 90 minus 10 equal to 80?,Yes
Arithmetic,2_digit_subtraction,'',Is 11 minus 72 equal to -61?,Yes
Arithmetic,2_digit_subtraction,'',Is 40 minus 30 equal to 10?,Yes
Arithmetic,2_digit_subtraction,'',Is 13 minus 33 equal to -20?,Yes
Arithmetic,2_digit_subtraction,'',Is 61 minus 80 equal to -19?,Yes
Arithmetic,2_digit_subtraction,'',Is 94 minus 28 equal to 66?,Yes
Arithmetic,2_digit_subtraction,'',Is 36 minus 81 equal to -45?,Yes
Arithmetic,2_digit_subtraction,'',Is 36 minus 58 equal to -22?,Yes
Arithmetic,2_digit_subtraction,'',Is 62 minus 26 equal to 36?,Yes
Arithmetic,2_digit_subtraction,'',Is 64 minus 49 equal to 15?,Yes
Arithmetic,2_digit_subtraction,'',Is 72 minus 25 equal to 47?,Yes
Arithmetic,2_digit_subtraction,'',Is 35 minus 76 equal to -41?,Yes
Arithmetic,2_digit_subtraction,'',Is 45 minus 45 equal to 0?,Yes
Arithmetic,2_digit_subtraction,'',Is 93 minus 67 equal to 26?,Yes
Arithmetic,2_digit_subtraction,'',Is 36 minus 70 equal to -34?,Yes
Arithmetic,2_digit_subtraction,'',Is 29 minus 24 equal to 5?,Yes
Arithmetic,2_digit_subtraction,'',Is 81 minus 38 equal to 43?,Yes
Arithmetic,2_digit_subtraction,'',Is 70 minus 75 equal to -5?,Yes
Arithmetic,2_digit_subtraction,'',Is 75 minus 70 equal to 5?,Yes
Arithmetic,2_digit_subtraction,'',Is 56 minus 65 equal to -9?,Yes
Arithmetic,2_digit_subtraction,'',Is 87 minus 73 equal to 14?,Yes
Arithmetic,2_digit_subtraction,'',Is 94 minus 89 equal to 5?,Yes
Arithmetic,2_digit_subtraction,'',Is 68 minus 85 equal to -17?,Yes
Arithmetic,2_digit_subtraction,'',Is 27 minus 68 equal to -41?,Yes
Arithmetic,2_digit_multiplication,'',Is 66 times 31 equal to 5554?,No
Arithmetic,2_digit_multiplication,'',Is 87 times 84 equal to 5834?,No
Arithmetic,2_digit_multiplication,'',Is 32 times 66 equal to 6468?,No
Arithmetic,2_digit_multiplication,'',Is 20 times 56 equal to 7037?,No
Arithmetic,2_digit_multiplication,'',Is 16 times 16 equal to 248?,No
Arithmetic,2_digit_multiplication,'',Is 39 times 58 equal to 6277?,No
Arithmetic,2_digit_multiplication,'',Is 61 times 62 equal to 9267?,No
Arithmetic,2_digit_multiplication,'',Is 14 times 86 equal to 6736?,No
Arithmetic,2_digit_multiplication,'',Is 99 times 72 equal to 9372?,No
Arithmetic,2_digit_multiplication,'',Is 17 times 77 equal to 5736?,No
Arithmetic,2_digit_multiplication,'',Is 97 times 64 equal to 6466?,No
Arithmetic,2_digit_multiplication,'',Is 64 times 37 equal to 7550?,No
Arithmetic,2_digit_multiplication,'',Is 56 times 66 equal to 9668?,No
Arithmetic,2_digit_multiplication,'',Is 80 times 16 equal to 6114?,No
Arithmetic,2_digit_multiplication,'',Is 82 times 21 equal to 6925?,No
Arithmetic,2_digit_multiplication,'',Is 95 times 18 equal to 1148?,No
Arithmetic,2_digit_multiplication,'',Is 54 times 51 equal to 3681?,No
Arithmetic,2_digit_multiplication,'',Is 10 times 46 equal to 389?,No
Arithmetic,2_digit_multiplication,'',Is 57 times 13 equal to 554?,No
Arithmetic,2_digit_multiplication,'',Is 54 times 22 equal to 2345?,No
Arithmetic,2_digit_multiplication,'',Is 44 times 48 equal to 9687?,No
Arithmetic,2_digit_multiplication,'',Is 19 times 89 equal to 2333?,No
Arithmetic,2_digit_multiplication,'',Is 54 times 99 equal to 9293?,No
Arithmetic,2_digit_multiplication,'',Is 92 times 88 equal to 1424?,No
Arithmetic,2_digit_multiplication,'',Is 52 times 16 equal to 833?,No
Arithmetic,2_digit_multiplication,'',Is 25 times 29 equal to 783?,No
Arithmetic,2_digit_multiplication,'',Is 38 times 42 equal to 2285?,No
Arithmetic,2_digit_multiplication,'',Is 34 times 59 equal to 1890?,No
Arithmetic,2_digit_multiplication,'',Is 98 times 71 equal to 4004?,No
Arithmetic,2_digit_multiplication,'',Is 98 times 32 equal to 5963?,No
Arithmetic,2_digit_multiplication,'',Is 46 times 29 equal to 6333?,No
Arithmetic,2_digit_multiplication,'',Is 36 times 82 equal to 6725?,No
Arithmetic,2_digit_multiplication,'',Is 16 times 33 equal to 391?,No
Arithmetic,2_digit_multiplication,'',Is 40 times 12 equal to 440?,No
Arithmetic,2_digit_multiplication,'',Is 22 times 75 equal to 1257?,No
Arithmetic,2_digit_multiplication,'',Is 95 times 81 equal to 3935?,No
Arithmetic,2_digit_multiplication,'',Is 38 times 22 equal to 143?,No
Arithmetic,2_digit_multiplication,'',Is 63 times 23 equal to 3084?,No
Arithmetic,2_digit_multiplication,'',Is 61 times 13 equal to 350?,No
Arithmetic,2_digit_multiplication,'',Is 71 times 90 equal to 3673?,No
Arithmetic,2_digit_multiplication,'',Is 55 times 38 equal to 8610?,No
Arithmetic,2_digit_multiplication,'',Is 45 times 75 equal to 8456?,No
Arithmetic,2_digit_multiplication,'',Is 71 times 95 equal to 6541?,No
Arithmetic,2_digit_multiplication,'',Is 71 times 85 equal to 3719?,No
Arithmetic,2_digit_multiplication,'',Is 94 times 26 equal to 5872?,No
Arithmetic,2_digit_multiplication,'',Is 17 times 95 equal to 5099?,No
Arithmetic,2_digit_multiplication,'',Is 14 times 67 equal to 890?,No
Arithmetic,2_digit_multiplication,'',Is 91 times 55 equal to 1342?,No
Arithmetic,2_digit_multiplication,'',Is 24 times 76 equal to 6365?,No
Arithmetic,2_digit_multiplication,'',Is 56 times 86 equal to 7047?,No
Arithmetic,2_digit_multiplication,'',Is 86 times 12 equal to 3301?,No
Arithmetic,2_digit_multiplication,'',Is 13 times 45 equal to 550?,No
Arithmetic,2_digit_multiplication,'',Is 68 times 37 equal to 4867?,No
Arithmetic,2_digit_multiplication,'',Is 11 times 81 equal to 652?,No
Arithmetic,2_digit_multiplication,'',Is 62 times 59 equal to 3275?,No
Arithmetic,2_digit_multiplication,'',Is 43 times 10 equal to 124?,No
Arithmetic,2_digit_multiplication,'',Is 27 times 26 equal to 285?,No
Arithmetic,2_digit_multiplication,'',Is 50 times 23 equal to 5941?,No
Arithmetic,2_digit_multiplication,'',Is 57 times 82 equal to 7689?,No
Arithmetic,2_digit_multiplication,'',Is 72 times 94 equal to 1630?,No
Arithmetic,2_digit_multiplication,'',Is 66 times 39 equal to 6867?,No
Arithmetic,2_digit_multiplication,'',Is 29 times 21 equal to 312?,No
Arithmetic,2_digit_multiplication,'',Is 38 times 70 equal to 4210?,No
Arithmetic,2_digit_multiplication,'',Is 65 times 54 equal to 7962?,No
Arithmetic,2_digit_multiplication,'',Is 63 times 97 equal to 9084?,No
Arithmetic,2_digit_multiplication,'',Is 84 times 36 equal to 7062?,No
Arithmetic,2_digit_multiplication,'',Is 52 times 64 equal to 4487?,No
Arithmetic,2_digit_multiplication,'',Is 47 times 45 equal to 7221?,No
Arithmetic,2_digit_multiplication,'',Is 19 times 53 equal to 2646?,No
Arithmetic,2_digit_multiplication,'',Is 97 times 29 equal to 9518?,No
Arithmetic,2_digit_multiplication,'',Is 30 times 74 equal to 4045?,No
Arithmetic,2_digit_multiplication,'',Is 99 times 38 equal to 7080?,No
Arithmetic,2_digit_multiplication,'',Is 46 times 57 equal to 9476?,No
Arithmetic,2_digit_multiplication,'',Is 42 times 38 equal to 1626?,No
Arithmetic,2_digit_multiplication,'',Is 67 times 41 equal to 4995?,No
Arithmetic,2_digit_multiplication,'',Is 72 times 27 equal to 3699?,No
Arithmetic,2_digit_multiplication,'',Is 39 times 48 equal to 8277?,No
Arithmetic,2_digit_multiplication,'',Is 17 times 93 equal to 7453?,No
Arithmetic,2_digit_multiplication,'',Is 76 times 40 equal to 8832?,No
Arithmetic,2_digit_multiplication,'',Is 91 times 84 equal to 6063?,No
Arithmetic,2_digit_multiplication,'',Is 43 times 90 equal to 1683?,No
Arithmetic,2_digit_multiplication,'',Is 29 times 26 equal to 830?,No
Arithmetic,2_digit_multiplication,'',Is 62 times 81 equal to 5273?,No
Arithmetic,2_digit_multiplication,'',Is 79 times 48 equal to 5422?,No
Arithmetic,2_digit_multiplication,'',Is 43 times 32 equal to 2920?,No
Arithmetic,2_digit_multiplication,'',Is 86 times 46 equal to 4220?,No
Arithmetic,2_digit_multiplication,'',Is 10 times 83 equal to 472?,No
Arithmetic,2_digit_multiplication,'',Is 83 times 47 equal to 5398?,No
Arithmetic,2_digit_multiplication,'',Is 58 times 75 equal to 8998?,No
Arithmetic,2_digit_multiplication,'',Is 93 times 88 equal to 4450?,No
Arithmetic,2_digit_multiplication,'',Is 63 times 96 equal to 2179?,No
Arithmetic,2_digit_multiplication,'',Is 95 times 29 equal to 3422?,No
Arithmetic,2_digit_multiplication,'',Is 17 times 52 equal to 469?,No
Arithmetic,2_digit_multiplication,'',Is 52 times 13 equal to 678?,No
Arithmetic,2_digit_multiplication,'',Is 98 times 56 equal to 6647?,No
Arithmetic,2_digit_multiplication,'',Is 10 times 66 equal to 491?,No
Arithmetic,2_digit_multiplication,'',Is 49 times 43 equal to 9863?,No
Arithmetic,2_digit_multiplication,'',Is 25 times 49 equal to 8152?,No
Arithmetic,2_digit_multiplication,'',Is 78 times 67 equal to 7221?,No
Arithmetic,2_digit_multiplication,'',Is 53 times 95 equal to 7408?,No
Arithmetic,2_digit_multiplication,'',Is 38 times 57 equal to 2166?,Yes
Arithmetic,2_digit_multiplication,'',Is 46 times 52 equal to 2392?,Yes
Arithmetic,2_digit_multiplication,'',Is 69 times 45 equal to 3105?,Yes
